RB_ID,KO_Name,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
22825,Schäfer,,,,,,,SPD,Offenburg
22826,Schäfer,,,,,,,SPD,Offenburg
22829,Hauff,,,,Dr.,,,SPD,
22831,Hauff,,,,Dr.,,,SPD,
22832,Laufs,,,,Dr.,,,CDU/CSU,
22833,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
22835,Haussmann,,,,Dr.,,,FDP,
22837,Urbaniak,,,,,,,SPD,
22839,Urbaniak,,,,,,,SPD,
22841,Göhner,,,,Dr.,,,CDU/CSU,
22853,Fuchs,weiblich,,,,,,SPD,Köln
22855,Roth,,,,,,,SPD,
22858,Laufs,,,,Dr.,,,CDU/CSU,
22860,Hauff,,,,Dr.,,,SPD,
22869,Hoffmann,,,,,,,SPD,Hof
22871,Hauff,,,,Dr.,,,SPD,
22873,Roth,,,,,,,SPD,
22875,Roth,,,,,,,SPD,
22877,Urbaniak,,,,,,,SPD,
22917,Kretkowski,,,,,,,SPD,
22944,Liedtke,,,,,,,SPD,
22950,Paterna,,,,,,,SPD,
22968,Dr,,,,,,,,
22976,Riedl,,,,Dr.,,,CDU/CSU,München
22992,Paterna,,,,,,,SPD,
22993,Riedl,,,,Dr.,,,CDU/CSU,München
22993,Paterna,,,,,,,SPD,
230,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
2300,Gattermann,,,,,,,FDP,
23005,Riedl,,,,Dr.,,,CDU/CSU,München
23023,Berger,,,,,,,CDU/CSU,Berg
23025,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
23031,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23041,Roth,,,,,,,SPD,
23041,Haehser,,,,,,,SPD,
23063,Becker,,,,,,,SPD,Nienberge
23067,Czaja,,,,Dr.,,,CDU/CSU,
23088,Stahl,,,,,,,SPD,Kempen
23090,Lenzer,,,,,,,CDU/CSU,
23093,Schlatter,,,,,,,SPD,
23095,Stahl,,,,,,,SPD,Kempen
23097,Stahl,,,,,,,SPD,Kempen
23099,Lenzer,,,,,,,CDU/CSU,
23103,Lennartz,,,,,,,SPD,
23105,Schmidbauer,,,,,,,CDU/CSU,
23110,Pfeffermann,,,,,,,CDU/CSU,
23111,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23113,Straßmeir,,,,,,,CDU/CSU,
23117,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23123,Jobst,,,,Dr.,,,CDU/CSU,
23127,Rose,,,,Dr.,,,CDU/CSU,
23129,Pfeffermann,,,,,,,CDU/CSU,
23132,Pfeffermann,,,,,,,CDU/CSU,
23133,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23137,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23138,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23139,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23144,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23146,Schlatter,,,,,,,SPD,
23150,Lennartz,,,,,,,SPD,
23152,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23154,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23156,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23158,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
2316,Apel,,,,Dr.,,,SPD,
23174,Egert,,,,,,,SPD,
23178,Krey,,,,,,,CDU/CSU,
23180,Dolata,,,,,,,CDU/CSU,
23182,Egert,,,,,,,SPD,
23184,Egert,,,,,,,SPD,
23186,Schlottmann,,,,,,,CDU/CSU,
23188,Egert,,,,,,,SPD,
23190,Schreiner,,,,,,,SPD,
23192,Egert,,,,,,,SPD,
23193,Lutz,,,,,,,SPD,
23194,Lutz,,,,,,,SPD,
23196,Heyenn,,,,,,,SPD,
23199,Heyenn,,,,,,,SPD,
23201,Vogt,,,,,,,CDU/CSU,Düren
23207,Müller,,,,,,,CDU/CSU,Remscheid
23207,Zurufe  CDU/CSU,,,,,von der,,CDU/CSU,
23209,Müller,,,,,,,CDU/CSU,Remscheid
23211,Schreiner,,,,,,,SPD,
23211,Timm,weiblich,,,Dr.,,,SPD,
23215,Gilges,,,,,,,SPD,
23217,Doss,,,,,,,CDU/CSU,
23221,Schulze,,,,,,,CDU/CSU,Berlin
23223,Reddemann,,,,,,,CDU/CSU,
23226,Reddemann,,,,,,,CDU/CSU,
23227,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23228,Reddemann,,,,,,,CDU/CSU,
23230,Vogel,,,,Dr.,,,SPD,
23232,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23236,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23237,Kittelmann,,,,,,,CDU/CSU,
23238,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23240,Kittelmann,,,,,,,CDU/CSU,
23241,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23243,Grunenberg,,,,,,,SPD,
23248,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23252,Hornhues,,,,Dr.,,,CDU/CSU,
23254,Holtz,,,,Dr.,,,SPD,
23258,Klein,,,,,,,CDU/CSU,München
23264,Holtz,,,,Dr.,,,SPD,
23270,Immer,,,,,,,SPD,Altenkirchen
23272,Brück,,,,,,,SPD,
23279,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
23283,Wolfram,,,,,,,SPD,Recklinghausen
23284,Diederich,,,,Dr.,,,SPD,Berlin
23286,Vogel,,,,Dr.,,,SPD,
23288,Seiters,,,,,,,CDU/CSU,
23289,Vogel,,,,Dr.,,,SPD,
23290,Hinsken,,,,,,,CDU/CSU,
23291,Fellner,,,,,,,CDU/CSU,
23294,Vogel,,,,Dr.,,,SPD,
23297,Vogel,,,,Dr.,,,SPD,
23299,Egert,,,,,,,SPD,
23301,Egert,,,,,,,SPD,
23303,Lutz,,,,,,,SPD,
23305,Fuchs,weiblich,,,,,,SPD,Köln
23307,Fuchs,weiblich,,,,,,SPD,Köln
23322,Krey,,,,,,,CDU/CSU,
23345,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23347,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23358,Schäfer,,,,,,,SPD,Offenburg
23364,Becker,,,,,,,SPD,Nienberge
23390,Stahl,,,,,,,SPD,Kempen
23396,Catenhusen,,,,,,,SPD,
234,Gerster,,,,,,,CDU/CSU,Mainz
23417,Czaja,,,,Dr.,,,CDU/CSU,
23425,Laufs,,,,Dr.,,,CDU/CSU,
23457,Hürland,weiblich,,,,,,CDU/CSU,
23458,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
2348,Pfuhl,,,,,,,SPD,
23506,Eigen,,,,,,,CDU/CSU,
23512,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23514,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23533,Weyel,weiblich,,,,,,SPD,
23535,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23536,Eigen,,,,,,,CDU/CSU,
23537,Wissmann,,,,,,,CDU/CSU,
23539,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23541,Meyer  Bentrup,,,,Dr.,zu,,CDU/CSU,
23543,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23545,Kittelmann,,,,,,,CDU/CSU,
23547,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23549,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23549,Grünbeck,,,,,,,FDP,
23551,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23553,Wolfram,,,,,,,SPD,Recklinghausen
23555,Jens,,,,Dr.,,,SPD,
23557,Kittelmann,,,,,,,CDU/CSU,
23559,Zuruf  SPD,,,,,von der,,SPD,
23559,Müntefering,,,,,,,SPD,
23562,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23563,Wissmann,,,,,,,CDU/CSU,
23565,Kittelmann,,,,,,,CDU/CSU,
23567,Kittelmann,,,,,,,CDU/CSU,
23569,Wissmann,,,,,,,CDU/CSU,
23572,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23574,Fellner,,,,,,,CDU/CSU,
23576,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23578,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23580,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23582,Spöri,,,,Dr.,,,SPD,
23583,Vogel,,,,Dr.,,,SPD,
23583,Voigt,,,,,,,SPD,Frankfurt
23584,Ehmke,,,,Dr.,,,SPD,Bonn
23585,Vogel,,,,Dr.,,,SPD,
23593,Vogel,,,,Dr.,,,SPD,
23594,Spöri,,,,Dr.,,,SPD,
23595,Spöri,,,,Dr.,,,SPD,
23597,Huonker,,,,,,,SPD,
23598,Ehmke,,,,Dr.,,,SPD,Bonn
23599,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
2360,Collet,,,,,,,SPD,
23601,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
23602,Huonker,,,,,,,SPD,
23604,Conradi,,,,,,,SPD,
23607,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23610,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23614,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23616,Gattermann,,,,,,,FDP,
23618,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
2362,Becker,,,,,,,SPD,Nienberge
23622,Blunck,weiblich,,,,,,SPD,
23624,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23626,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23628,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23629,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
2363,Collet,,,,,,,SPD,
23630,Blank,,,,Dr.,,,CDU/CSU,
23631,Boroffka,,,,,,,CDU/CSU,
23633,Weyel,weiblich,,,,,,SPD,
23635,Kunz,,,,Dr.,,,CDU/CSU,Weiden
23637,Blunck,weiblich,,,,,,SPD,
23638,Carstensen,,,,,,,CDU/CSU,Nordstrand
23639,Schorlemer,,,,,von,Freiherr,CDU/CSU,
23642,Carstensen,,,,,,,CDU/CSU,Nordstrand
23643,Schorlemer,,,,,von,Freiherr,CDU/CSU,
23646,Waigel,,,,Dr.,,,CDU/CSU,
23648,Immer,,,,,,,SPD,Altenkirchen
2365,Collet,,,,,,,SPD,
23650,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23651,Blunck,weiblich,,,,,,SPD,
23655,Bötsch,,,,Dr.,,,CDU/CSU,
23656,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
23658,Hornung,,,,,,,CDU/CSU,
23662,Egert,,,,,,,SPD,
23664,Werner,,,,,,,CDU/CSU,
23674,Glombig,,,,,,,SPD,
23679,Kirschner,,,,,,,SPD,
2368,Collet,,,,,,,SPD,
23696,Cronenberg,,,,,,,FDP,Arnsberg
23700,Urbaniak,,,,,,,SPD,
23704,George,,,,Dr.,,,CDU/CSU,
23712,Dreßler,,,,,,,SPD,
23718,Egert,,,,,,,SPD,
23729,Glombig,,,,,,,SPD,
23731,George,,,,Dr.,,,CDU/CSU,
23735,Hürland,weiblich,,,,,,CDU/CSU,
23745,Glombig,,,,,,,SPD,
23746,Glombig,,,,,,,SPD,
23747,Dreßler,,,,,,,SPD,
23758,Egert,,,,,,,SPD,
23760,George,,,,Dr.,,,CDU/CSU,
23762,Steinhauer,weiblich,,,,,,SPD,
23772,Glombig,,,,,,,SPD,
23774,Glombig,,,,,,,SPD,
23787,Egert,,,,,,,SPD,
23791,Feilcke,,,,,,,CDU/CSU,
23794,Reimann,,,,,,,SPD,
23800,Jagoda,,,,,,,CDU/CSU,
23802,Feilcke,,,,,,,CDU/CSU,
23803,Egert,,,,,,,SPD,
23805,Heiterkeit,,,,,,,,
23805,Feilcke,,,,,,,CDU/CSU,
23806,Kolb,,,,,,,CDU/CSU,
23808,Fuchs,weiblich,,,,,,SPD,Köln
23809,Glombig,,,,,,,SPD,
23812,Feilcke,,,,,,,CDU/CSU,
23816,Feilcke,,,,,,,CDU/CSU,
23818,Fuchs,weiblich,,,,,,SPD,Köln
23820,Egert,,,,,,,SPD,
23821,Feilcke,,,,,,,CDU/CSU,
23822,Dolata,,,,,,,CDU/CSU,
23825,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
23827,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23832,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
23835,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
23838,Göhner,,,,Dr.,,,CDU/CSU,
23840,Bindig,,,,,,,SPD,
23842,Schulze,,,,,,,CDU/CSU,Berlin
23850,Schwarz,,,,,,,CDU/CSU,
23852,Urbaniak,,,,,,,SPD,
23853,Roth,,,,,,,SPD,
23856,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
2386,Zander,,,,,,,SPD,
23861,Roth,,,,,,,SPD,
23862,Heiterkeit,,,,,,,,
23862,With,,,,Dr.,de,,SPD,
23863,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
23865,George,,,,Dr.,,,CDU/CSU,
23866,Bohl,,,,,,,CDU/CSU,
23868,Roth,,,,,,,SPD,
23870,Dolata,,,,,,,CDU/CSU,
23872,Roth,,,,,,,SPD,
23874,Roth,,,,,,,SPD,
23876,Büchner,,,,,,,SPD,Speyer
23877,Steinhauer,weiblich,,,,,,SPD,
23879,Egert,,,,,,,SPD,
23881,Lutz,,,,,,,SPD,
23885,Adam-Schwaetzer,weiblich,,,Dr.,,,FDP,
23889,Jaunich,,,,,,,SPD,
2389,Zander,,,,,,,SPD,
23891,Jaunich,,,,,,,SPD,
23893,Egert,,,,,,,SPD,
23895,Soell,,,,Dr.,,,SPD,
23897,Becker,,,,Dr.,,,CDU/CSU,Frankfurt
23898,Becker,,,,Dr.,,,CDU/CSU,Frankfurt
2390,Zander,,,,,,,SPD,
23900,Adam-Schwaetzer,weiblich,,,Dr.,,,FDP,
23904,Adam-Schwaetzer,weiblich,,,Dr.,,,FDP,
23906,Egert,,,,,,,SPD,
23910,Egert,,,,,,,SPD,
23912,Egert,,,,,,,SPD,
23914,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23917,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
23918,Egert,,,,,,,SPD,
23920,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
23924,Vogel,,,,Dr.,,,SPD,
23925,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
23926,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
23928,George,,,,Dr.,,,CDU/CSU,
23932,Lutz,,,,,,,SPD,
23939,Hürland,weiblich,,,,,,CDU/CSU,
23940,Ehmke,,,,Dr.,,,SPD,Bonn
23941,Duve,,,,,,,SPD,
23941,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
23943,Feilcke,,,,,,,CDU/CSU,
23945,Feilcke,,,,,,,CDU/CSU,
23949,Unland,,,,Dr.,,,CDU/CSU,
23950,Unland,,,,Dr.,,,CDU/CSU,
23951,Unland,,,,Dr.,,,CDU/CSU,
23956,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23961,Unland,,,,Dr.,,,CDU/CSU,
23965,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23967,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
23969,Lattmann,,,,,,,CDU/CSU,
2397,Schmitt,,,,,,,SPD,Wiesbaden
24009,Weiß,,,,,,,CDU/CSU,
24015,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24086,Soell,,,,Dr.,,,SPD,
24090,Ehmke,,,,Dr.,,,SPD,Bonn
24095,Gansel,,,,,,,SPD,
24109,Berger,,,,,,,CDU/CSU,Berg
24113,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24115,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24117,Ehmke,,,,Dr.,,,SPD,Bonn
24124,Ehmke,,,,Dr.,,,SPD,Bonn
24134,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
2414,Lambinus,,,,,,,SPD,
24141,Reetz,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24144,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
24145,Vogel,,,,Dr.,,,SPD,
24146,Breuer,,,,,,,CDU/CSU,
24148,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
24151,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
24152,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24155,Gilges,,,,,,,SPD,
24161,Sielaff,,,,,,,SPD,
24163,Breuer,,,,,,,CDU/CSU,
24170,Sielaff,,,,,,,SPD,
24172,Weiskirch,,,,,,,CDU/CSU,Olpe
24181,Gilges,,,,,,,SPD,
24182,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24184,Sielaff,,,,,,,SPD,
24186,Sielaff,,,,,,,SPD,
24188,Sielaff,,,,,,,SPD,
24192,Breuer,,,,,,,CDU/CSU,
24194,Conradi,,,,,,,SPD,
24200,Gilges,,,,,,,SPD,
24212,Sielaff,,,,,,,SPD,
24216,Sielaff,,,,,,,SPD,
24218,Nickels,weiblich,,,,,,,
24219,Sielaff,,,,,,,SPD,
24220,Sielaff,,,,,,,SPD,
24222,Berger,,,,,,,CDU/CSU,Berg
24223,Sielaff,,,,,,,SPD,
24224,Sielaff,,,,,,,SPD,
24228,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
24229,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24230,Klein,,,,,,,CDU/CSU,München
24232,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24233,Voigt,,,,,,,SPD,Frankfurt
24234,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24237,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24238,Ehmke,,,,Dr.,,,SPD,Bonn
24239,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24241,Ehmke,,,,Dr.,,,SPD,Bonn
24243,Klein,,,,,,,CDU/CSU,München
24245,Brück,,,,,,,SPD,
24253,Kittelmann,,,,,,,CDU/CSU,
24255,Carstensen,,,,,,,CDU/CSU,Nordstrand
24259,Carstensen,,,,,,,CDU/CSU,Nordstrand
24261,Catenhusen,,,,,,,SPD,
24263,Catenhusen,,,,,,,SPD,
2427,Toetemeyer,,,,,,,SPD,
24270,Lenzer,,,,,,,CDU/CSU,
24271,Carstensen,,,,,,,CDU/CSU,Nordstrand
24307,Buschfort,,,,,,,SPD,
24314,Klejdzinski,,,,Dr.,,,SPD,
24319,Reetz,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24322,Heiterkeit,,,,,,,,
24322,Reetz,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24340,Hinsken,,,,,,,CDU/CSU,
24386,Czaja,,,,Dr.,,,CDU/CSU,
2439,Sielaff,,,,,,,SPD,
24438,Eigen,,,,,,,CDU/CSU,
24468,Carstensen,,,,,,,CDU/CSU,Nordstrand
24478,Eigen,,,,,,,CDU/CSU,
24483,Eigen,,,,,,,CDU/CSU,
24492,Regenspurger,,,,,,,CDU/CSU,
24493,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
24497,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
24498,Regenspurger,,,,,,,CDU/CSU,
24500,Regenspurger,,,,,,,CDU/CSU,
24508,Günther,,,,,,,CDU/CSU,
24514,Schoppe,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24516,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24518,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24520,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24523,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24525,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24527,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24529,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24531,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24532,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24533,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24535,Horacek,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24537,Jäger,,,,,,,CDU/CSU,Wangen
24539,Jäger,,,,,,,CDU/CSU,Wangen
24540,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24544,Jagoda,,,,,,,CDU/CSU,
24546,Peter,,,,,,,SPD,Kassel
24550,Kirschner,,,,,,,SPD,
24551,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24553,Vogel,,,,Dr.,,,SPD,
24555,Vogel,,,,Dr.,,,SPD,
24557,Fuchs,weiblich,,,,,,SPD,Köln
24559,Kittelmann,,,,,,,CDU/CSU,
24561,George,,,,Dr.,,,CDU/CSU,
24562,Fuchs,weiblich,,,,,,SPD,Köln
24563,Kittelmann,,,,,,,CDU/CSU,
24564,Kittelmann,,,,,,,CDU/CSU,
24565,Fuchs,weiblich,,,,,,SPD,Köln
24567,Fuchs,weiblich,,,,,,SPD,Köln
24574,George,,,,Dr.,,,CDU/CSU,
24575,Kittelmann,,,,,,,CDU/CSU,
24576,Kuhlwein,,,,,,,SPD,
24577,Vogel,,,,Dr.,,,SPD,
24582,Kittelmann,,,,,,,CDU/CSU,
24583,Kittelmann,,,,,,,CDU/CSU,
24584,Vogel,,,,Dr.,,,SPD,
24587,George,,,,Dr.,,,CDU/CSU,
24589,Fuchs,weiblich,,,,,,SPD,Köln
24591,Fuchs,weiblich,,,,,,SPD,Köln
24593,Fuchs,weiblich,,,,,,SPD,Köln
24593,Heiterkeit,,,,,,,,
24595,Feilcke,,,,,,,CDU/CSU,
24599,Reetz,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24623,Sperling,,,,Dr.,,,SPD,
24624,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24628,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
24645,Kißlinger,,,,,,,SPD,
24667,Hiller,,,,,,,SPD,Lübeck
2473,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
24731,Conradi,,,,,,,SPD,
24766,Löffler,,,,,,,SPD,
24812,Kriszan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24820,Jahn,,,,,,,SPD,Marburg
24832,Feilcke,,,,,,,CDU/CSU,
24836,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24846,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24850,Ehmke,,,,Dr.,,,SPD,Bonn
24855,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24857,Gerstein,,,,,,,CDU/CSU,
24859,Hauff,,,,Dr.,,,SPD,
24861,Lenzer,,,,,,,CDU/CSU,
24863,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24865,Schäfer,,,,,,,SPD,Offenburg
24866,Schäfer,,,,,,,SPD,Offenburg
24869,Laufs,,,,Dr.,,,CDU/CSU,
24871,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24873,Laufs,,,,Dr.,,,CDU/CSU,
24875,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24877,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24879,Lenzer,,,,,,,CDU/CSU,
24881,Horacek,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24882,Stahl,,,,,,,SPD,Kempen
24884,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
24888,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
24890,Uldall,,,,,,,CDU/CSU,
24893,Emmerlich,,,,Dr.,,,SPD,
24895,Bohl,,,,,,,CDU/CSU,
24896,Erhard,,,,,,,CDU/CSU,Bad Schwalbach
24898,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
24900,With,,,,Dr.,de,,SPD,
24902,Marschewski,,,,,,,CDU/CSU,
24906,Fellner,,,,,,,CDU/CSU,
24910,Schäfer,,,,,,,SPD,Offenburg
24913,Jungmann,,,,,,,SPD,
24914,Hanz,,,,,,,CDU/CSU,Dahlen
24918,Boroffka,,,,,,,CDU/CSU,
24920,Hauff,,,,Dr.,,,SPD,
24926,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24928,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24930,Laufs,,,,Dr.,,,CDU/CSU,
24935,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24938,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24941,Laufs,,,,Dr.,,,CDU/CSU,
24946,Blank,,,,Dr.,,,CDU/CSU,
24948,Gerstein,,,,,,,CDU/CSU,
24950,Nikkels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
24965,Blank,,,,Dr.,,,CDU/CSU,
24967,Pfeffermann,,,,,,,CDU/CSU,
24969,Schäfer,,,,,,,SPD,Offenburg
24970,Hauff,,,,Dr.,,,SPD,
24971,Jungmann,,,,,,,SPD,
24973,Jahn,,,,,,,SPD,Marburg
24977,Jungmann,,,,,,,SPD,
24983,Klejdzinski,,,,Dr.,,,SPD,
24989,Jungmann,,,,,,,SPD,
24995,Klejdzinski,,,,Dr.,,,SPD,
25001,Klejdzinski,,,,Dr.,,,SPD,
25008,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
25010,Klejdzinski,,,,Dr.,,,SPD,
25014,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
2506,Poß,,,,,,,SPD,
2507,Poß,,,,,,,SPD,
25070,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
25136,Reimann,,,,,,,SPD,
25151,Hoffie,,,,,,,FDP,Hof
25160,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
25162,Schäfer,,,,,,,SPD,Offenburg
25163,Hickel,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
25165,Laufs,,,,Dr.,,,CDU/CSU,
25167,Potthast,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
25168,Schäfer,,,,,,,SPD,Offenburg
