RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
109778,Kroll-Schlüter,,,,,,CDU/CSU,
109780,Möller,,,Dr.,,,CDU/CSU,
109784,Möller,,,Dr.,,,CDU/CSU,
109788,Werner,,,,,,CDU/CSU,Ulm
109795,Kraus,,,,,,CDU/CSU,
109799,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
109802,Baum,,,,,,FDP,
109804,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
109806,Schmidt,,,,,,SPD,Salzgitter
109825,Opel,,,,,,SPD,
109827,Schulte,,,,,,SPD,Hameln
109836,Bötsch,,,Dr.,,,CDU/CSU,
109837,Bötsch,,,Dr.,,,CDU/CSU,
109838,Bötsch,,,Dr.,,,CDU/CSU,
109843,Feilcke,,,,,,CDU/CSU,
109845,Schulte,,,,,,SPD,Hameln
109854,Bötsch,,,Dr.,,,CDU/CSU,
109858,Kraus,,,,,,CDU/CSU,
109860,Vogel,,,Dr.,,,SPD,
109865,Kühbacher,,,,,,SPD,
109874,Vogel,,,Dr.,,,SPD,
109876,Nolting,,,,,,FDP,
109878,Jäger,,,,,,CDU/CSU,
109880,Bötsch,,,Dr.,,,CDU/CSU,
109883,Kroll-Schlüter,,,,,,CDU/CSU,
109884,Hornung,,,,,,CDU/CSU,
109888,Rüttgers,,,Dr.,,,CDU/CSU,
109897,Jäger,,,,,,CDU/CSU,
109905,Klejdzinski,,,Dr.,,,SPD,
109908,Jahn,,,,,,SPD,Marburg
109909,Lambsdorff,,,Dr.,,Graf,FDP,
109910,Hüser,,,,,,BÜNDNIS 90/DIE GRÜNEN,
109911,Jahn,,,,,,SPD,Marburg
109922,Bötsch,,,Dr.,,,CDU/CSU,
109923,Bohl,,,,,,CDU/CSU,
109929,Bötsch,,,Dr.,,,CDU/CSU,
109931,Hirsch,,,Dr.,,,FDP,
109935,Bötsch,,,Dr.,,,CDU/CSU,
109946,Reuter,,,,,,SPD,
109947,Klejdzinski,,,Dr.,,,SPD,
109961,Bötsch,,,Dr.,,,CDU/CSU,
109964,Conradi,,,,,,SPD,
109968,Vogel,,,Dr.,,,SPD,
109972,Heuer,,,Dr.,,,DIE LINKE.,
109974,Bohl,,,,,,CDU/CSU,
109979,Gerster,,,,,,CDU/CSU,Mainz
109986,Schulte,,,,,,SPD,Hameln
109989,Schulte,,,,,,SPD,Hameln
109991,Vogel,,,Dr.,,,SPD,
109995,Vollmer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
109998,Bötsch,,,Dr.,,,CDU/CSU,
110007,Penner,,,Dr.,,,SPD,
110011,Bernrath,,,,,,SPD,
110015,Bohl,,,,,,CDU/CSU,
110019,Krey,,,,,,CDU/CSU,
110023,Penner,,,Dr.,,,SPD,
110023,Zuruf  SPD,,,,von der,,SPD,
110029,Ehmke,,,Dr.,,,SPD,Bonn
110032,Irmer,,,,,,FDP,
110042,Feldmann,,,Dr.,,,FDP,
110044,Bötsch,,,Dr.,,,CDU/CSU,
110052,Weng,,,Dr.,,,FDP,Gerlingen
110054,Bötsch,,,Dr.,,,CDU/CSU,
110056,Breuer,,,,,,CDU/CSU,
110061,Rose,,,Dr.,,,CDU/CSU,
110069,Conradi,,,,,,SPD,
110071,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
110076,Lambinus,,,,,,SPD,
110083,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
110085,Vogel,,,Dr.,,,SPD,
110086,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
110087,Roth,,,,,,SPD,
110089,Wieczorek,,,,,,SPD,Duisburg
110090,Wieczorek,,,,,,SPD,Duisburg
110092,Ronneburger,,,,,,FDP,
110099,Jungmann,,,,,,SPD,Wittmoldt
110105,Poß,,,,,,SPD,
110108,Lintner,,,,,,CDU/CSU,
110109,Roth,,,,,,SPD,
110115,Austermann,,,,,,CDU/CSU,
110119,Jungmann,,,,,,SPD,Wittmoldt
110121,Rauen,,,,,,CDU/CSU,
110123,Weng,,,Dr.,,,FDP,Gerlingen
110127,Glos,,,,,,CDU/CSU,
110135,Vogel,,,Dr.,,,SPD,
110136,Uelhoff,,,Dr.,,,CDU/CSU,
110140,Glos,,,,,,CDU/CSU,
110143,Hinsken,,,,,,CDU/CSU,
110145,Glos,,,,,,CDU/CSU,
110146,Schwörer,,,Dr.,,,CDU/CSU,
110148,Poß,,,,,,SPD,
110150,Roth,,,,,,SPD,
110151,Matthäus-Maier,,,,,,SPD,
110155,Vogel,,,Dr.,,,SPD,
110156,Vogel,,,Dr.,,,SPD,
110159,Matthäus-Maier,,,,,,SPD,
110161,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110163,Matthäus-Maier,,,,,,SPD,
110165,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110167,Becker,,,,,,SPD,Nienberge
110169,Matthäus-Maier,,,,,,SPD,
110170,Borchert,,,,,,CDU/CSU,
110173,Rüttgers,,,Dr.,,,CDU/CSU,
110174,Roth,,,,,,SPD,
110176,Weng,,,Dr.,,,FDP,Gerlingen
110180,Göttsching,,,,,,CDU/CSU,
110181,Roth,,,,,,SPD,
110183,Rüttgers,,,Dr.,,,CDU/CSU,
110193,Zimmermann,,,,,,CDU/CSU,
110195,Kühbacher,,,,,,SPD,
110197,Rüttgers,,,Dr.,,,CDU/CSU,
110198,Rüttgers,,,Dr.,,,CDU/CSU,
110199,Borchert,,,,,,CDU/CSU,
110200,Weng,,,Dr.,,,FDP,Gerlingen
110201,Stahl,,,,,,SPD,Kempen
110202,Schwarz,,,,,,CDU/CSU,
110203,Stahl,,,,,,SPD,Kempen
110204,Werner,,,,,,CDU/CSU,Ulm
110205,Bohl,,,,,,CDU/CSU,
110206,Bohl,,,,,,CDU/CSU,
110208,Kaufmann,,,Dr.,,,DIE LINKE.,
110209,Bohl,,,,,,CDU/CSU,
110246,Schmidbauer,,,,,,CDU/CSU,
110256,Kleinert,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
110266,Steinitz,,,Dr.,,,,
110277,Schulte,,,,,,SPD,Hameln
110284,Seifert,,,Dr.,,,,
110286,Hüser,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110296,Klejdzinski,,,Dr.,,,SPD,
110298,Wegener,,,,,,,
110302,Klejdzinski,,,Dr.,,,SPD,
110314,Bohl,,,,,,CDU/CSU,
110316,Gerster,,,,,,CDU/CSU,Mainz
110320,Gerster,,,,,,CDU/CSU,Mainz
110328,Reuschenbach,,,,,,SPD,
110329,Gegenruf  CDU/ CSU,,,,von der,,,
110329,Wolfgramm,,,,,,FDP,Göttingen
110329,Gysi,,,Dr.,,,,
110330,Bohl,,,,,,CDU/CSU,
110334,Bohl,,,,,,CDU/CSU,
110336,Rühe,,,,,,CDU/CSU,
110342,Bohl,,,,,,CDU/CSU,
110344,Kuhlwein,,,,,,SPD,
110348,Vogel,,,Dr.,,,SPD,
110350,Kuhlwein,,,,,,SPD,
110354,Vogel,,,Dr.,,,SPD,
110358,Rühe,,,,,,CDU/CSU,
110359,Rühe,,,,,,CDU/CSU,
110366,Rühe,,,,,,CDU/CSU,
110368,Rühe,,,,,,CDU/CSU,
110370,Gerster,,,,,,CDU/CSU,Mainz
110373,Roitzsch,,,,,,CDU/CSU,Quickborn
110381,Gerster,,,,,,CDU/CSU,Mainz
110382,Vogel,,,Dr.,,,SPD,
110384,Vogel,,,Dr.,,,SPD,
110388,Kuhlwein,,,,,,SPD,
110390,Rühe,,,,,,CDU/CSU,
110392,Heltzig,,,Dr.,,,SPD,
110397,Clemens,,,,,,CDU/CSU,
110399,Kohn,,,,,,FDP,
110401,Kohn,,,,,,FDP,
110403,Marschewski,,,,,,CDU/CSU,
110409,Marschewski,,,,,,CDU/CSU,
110411,Marschewski,,,,,,CDU/CSU,
110413,Probst,,,Dr.,,,CDU/CSU,
110420,With,,,Dr.,de,,SPD,
110424,Däubler-Gmelin,,,Dr.,,,SPD,
110433,Marschewski,,,,,,CDU/CSU,
110439,Probst,,,Dr.,,,CDU/CSU,
110447,Däubler-Gmelin,,,Dr.,,,SPD,
110451,Werner,,,,,,CDU/CSU,Ulm
110453,Jaunich,,,,,,SPD,
110455,Bohl,,,,,,CDU/CSU,
110461,Hitschler,,,Dr.,,,FDP,
110464,Fuchtel,,,,,,CDU/CSU,
110465,Peter,,,,,,SPD,Kassel
110466,Weiler,,,,,,SPD,
110466,Wiesche,,,,von der,,SPD,
110471,Heyenn,,,,,,SPD,
110476,Heyenn,,,,,,SPD,
110480,Weiler,,,,,,SPD,
110493,Heyenn,,,,,,SPD,
110495,Steinhauer,,,,,,SPD,
110500,Hornung,,,,,,CDU/CSU,
110502,Weyel,,,,,,SPD,
110516,Seifert,,,Dr.,,,,
110517,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110520,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110523,Hoffacker,,,Dr.,,,CDU/CSU,Hof
110527,Jaunich,,,,,,SPD,
110530,Seifert,,,Dr.,,,,
110534,Ostrowski,,,,,,,
110534,Schulte,,,,,,SPD,Hameln
110536,Müntefering,,,,,,SPD,
110538,Müntefering,,,,,,SPD,
110538,Schulte,,,,,,SPD,Hameln
110540,Eimer,,,,,,FDP,Fürth
110542,Müller,,,,,,CDU/CSU,Wadern
110543,Blens,,,Dr.,,,CDU/CSU,
110544,Schulte,,,,,,SPD,Hameln
110556,Schulte,,,,,,SPD,Hameln
110561,Cronenberg,,,,,,FDP,Arnsberg
110561,Eimer,,,,,,FDP,Fürth
110565,Weiler,,,,,,SPD,
110570,Eimer,,,,,,FDP,Fürth
110573,Peter,,,,,,SPD,Kassel
110575,Cronenberg,,,,,,FDP,Arnsberg
110578,Blüm,,,Dr.,,,CDU/CSU,
110581,Blüm,,,Dr.,,,CDU/CSU,
110582,Blüm,,,Dr.,,,CDU/CSU,
110584,Heyenn,,,,,,SPD,
110587,Heyenn,,,,,,SPD,
110590,Haack,,,,,,SPD,Extertal
110591,Haack,,,,,,SPD,Extertal
110593,Heyenn,,,,,,SPD,
110598,Vogel,,,Dr.,,,SPD,
110602,Reuschenbach,,,,,,SPD,
110604,Rose,,,Dr.,,,CDU/CSU,
110605,Strube,,,,,,CDU/CSU,
110606,Walther,,,,,,SPD,
110612,Hornung,,,,,,CDU/CSU,
110614,Waltemathe,,,,,,SPD,
110621,Wieczorek,,,,,,SPD,Duisburg
110622,Wieczorek,,,,,,SPD,Duisburg
110626,Vogel,,,Dr.,,,SPD,
110630,Wieczorek,,,,,,SPD,Duisburg
110634,Westphal,,,,,,SPD,
110636,Kühbacher,,,,,,SPD,
110638,Strube,,,,,,CDU/CSU,
110640,Struck,,,Dr.,,,SPD,
110644,Kühbacher,,,,,,SPD,
110648,Kunz,,,Dr.,,,CDU/CSU,Weiden
110650,Rose,,,Dr.,,,CDU/CSU,
110654,Diederich,,,Dr.,,,SPD,Berlin
110656,Austermann,,,,,,CDU/CSU,
110659,Mischnick,,,,,,FDP,
110660,Kittelmann,,,,,,CDU/CSU,
110665,Vogel,,,Dr.,,,SPD,
110668,Kühbacher,,,,,,SPD,
110672,Struck,,,Dr.,,,SPD,
110676,Soell,,,Dr.,,,SPD,
110680,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110682,Walther,,,,,,SPD,
110682,Hüsch,,,Dr.,,,CDU/CSU,
110686,Wieczorek,,,,,,SPD,Duisburg
110691,Faltlhauser,,,,,,CDU/CSU,
110695,Waigel,,,Dr.,,,CDU/CSU,
110698,Rüttgers,,,Dr.,,,CDU/CSU,
110701,Weng,,,Dr.,,,FDP,Gerlingen
110705,Scharrenbroich,,,,,,CDU/CSU,
110708,Matthäus-Maier,,,,,,SPD,
110710,Vogel,,,Dr.,,,SPD,
110714,Vogel,,,Dr.,,,SPD,
110716,Walther,,,,,,SPD,
110718,Matthäus-Maier,,,,,,SPD,
110721,Soell,,,Dr.,,,SPD,
110724,Matthäus-Maier,,,,,,SPD,
110726,Hornung,,,,,,CDU/CSU,
110728,Vogel,,,Dr.,,,SPD,
110731,Vogel,,,Dr.,,,SPD,
110736,Wissmann,,,,,,CDU/CSU,
110744,Andres,,,,,,SPD,
110747,Walther,,,,,,SPD,
110749,Hornung,,,,,,CDU/CSU,
110751,Hornung,,,,,,CDU/CSU,
110753,Hornung,,,,,,CDU/CSU,
110757,Hamm-Brücher,,,Dr.,,,FDP,Hamm
110759,Hornung,,,,,,CDU/CSU,
110761,Matthäus-Maier,,,,,,SPD,
110763,Vogel,,,Dr.,,,SPD,
110765,Wieczorek,,,,,,SPD,Duisburg
110771,Jahn,,,,,,SPD,Marburg
110781,Jungmann,,,,,,SPD,Wittmoldt
110784,Heiterkeit,,,,,,,
110784,Vogel,,,Dr.,,,SPD,
110789,Gansel,,,,,,SPD,
110793,Jungmann,,,,,,SPD,Wittmoldt
110800,Jahn,,,,,,SPD,Marburg
110801,Conradi,,,,,,SPD,
110804,Conradi,,,,,,SPD,
110806,Schulte,,,,,,SPD,Hameln
110809,Weng,,,Dr.,,,FDP,Gerlingen
110818,Kleinert,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
110827,Häuser,,,,,,SPD,
110833,Sperling,,,Dr.,,,SPD,
110838,Sperling,,,Dr.,,,SPD,
110840,Sperling,,,Dr.,,,SPD,
110845,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110847,Sperling,,,Dr.,,,SPD,
110849,Börnsen,,,,,,CDU/CSU,Bönstrup
110863,Wegener,,,,,,,
110870,Sperling,,,Dr.,,,SPD,
110885,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110888,Emmerlich,,,Dr.,,,SPD,
110889,Lambinus,,,,,,SPD,
110891,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110891,Fellner,,,,,,CDU/CSU,
110893,Fischer,,,Dr.,,,,
110897,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110903,Heiterkeit,,,,,,,
110903,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110906,With,,,Dr.,de,,SPD,
110907,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110913,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110915,Kleinert,,,,,,FDP,Hannover
110918,Kleinert,,,,,,FDP,Hannover
110926,Wüppesahl,,,,,,,
110929,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110930,Emmerlich,,,Dr.,,,SPD,
110932,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110936,Emmerlich,,,Dr.,,,SPD,
110937,Emmerlich,,,Dr.,,,SPD,
110938,With,,,Dr.,de,,SPD,
110941,Jäger,,,,,,CDU/CSU,
110948,Hörster,,,,,,CDU/CSU,
110949,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110951,Hörster,,,,,,CDU/CSU,
110956,Hörster,,,,,,CDU/CSU,
110958,Hörster,,,,,,CDU/CSU,
110962,Hörster,,,,,,CDU/CSU,
110963,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110964,Jäger,,,,,,CDU/CSU,
110967,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110968,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110972,Steinitz,,,Dr.,,,,
110974,Jäger,,,,,,CDU/CSU,
110976,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110980,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110982,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110985,Lutz,,,,,,SPD,
110986,Wolframm,,,,,,FDP,Göttingen
110988,Steinitz,,,Dr.,,,,
110991,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110992,Lippold,,,Dr.,,,CDU/CSU,Offenbach
110993,Brauer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
110995,Lambinus,,,,,,SPD,
110997,Lambinus,,,,,,SPD,
110999,Lambinus,,,,,,SPD,
111001,Lambinus,,,,,,SPD,
111003,Lambinus,,,,,,SPD,
111005,Lambinus,,,,,,SPD,
111006,Schemken,,,,,,CDU/CSU,
111009,Sauer,,,,,,CDU/CSU,Salzgitter
111010,Heinrich,,,,,,FDP,
111011,Dreßler,,,,,,SPD,
111013,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111024,Steinhauer,,,,,,SPD,
111025,Steinhauer,,,,,,SPD,
111027,Reimann,,,,,,SPD,
111028,Schulte,,,,,,SPD,Hameln
111040,Bohl,,,,,,CDU/CSU,
111048,Bohl,,,,,,CDU/CSU,
111049,Ehmke,,,Dr.,,,SPD,Bonn
111050,Gansel,,,,,,SPD,
111054,Gansel,,,,,,SPD,
111055,Lowack,,,,,,CDU/CSU,
111056,Jungmann,,,,,,SPD,Wittmoldt
111057,Lowack,,,,,,CDU/CSU,
111059,Bohl,,,,,,CDU/CSU,
111061,Bohl,,,,,,CDU/CSU,
111063,Jungmann,,,,,,SPD,Wittmoldt
111065,Lowack,,,,,,CDU/CSU,
111066,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111068,Hüsch,,,Dr.,,,CDU/CSU,
111070,Bohl,,,,,,CDU/CSU,
111072,Soell,,,Dr.,,,SPD,
111075,Hüsch,,,Dr.,,,CDU/CSU,
111077,Austermann,,,,,,CDU/CSU,
111079,Hüsch,,,Dr.,,,CDU/CSU,
111082,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111083,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111084,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111086,Kuhlwein,,,,,,SPD,
111087,Gansel,,,,,,SPD,
111088,Hüsch,,,Dr.,,,CDU/CSU,
111089,Austermann,,,,,,CDU/CSU,
111093,Conradi,,,,,,SPD,
111095,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111096,Kuhlwein,,,,,,SPD,
111097,Lowack,,,,,,CDU/CSU,
111099,Hört! Hört! bei der SPD,,,,,,SPD,
111099,Kuhlwein,,,,,,SPD,
111101,Kübler,,,Dr.,,,SPD,
111105,Kuhlwein,,,,,,SPD,
111107,Lowack,,,,,,CDU/CSU,
111108,Jäger,,,,,,CDU/CSU,
111112,Gallus,,,,,,FDP,
111114,Hartenstein,,,Dr.,,,SPD,
111116,Hartenstein,,,Dr.,,,SPD,
111123,Folz-Steinacker,,,,,,FDP,
111129,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111132,Schulte,,,,,,SPD,Hameln
111139,Schäfer,,,,,,SPD,Offenburg
111141,Probst,,,Dr.,,,CDU/CSU,
111147,Schmidbauer,,,,,,CDU/CSU,
111148,Fischer,,,Dr.,,,,
111152,Fellner,,,,,,CDU/CSU,
111155,Göhner,,,Dr.,,,CDU/CSU,
111159,Heuer,,,Dr.,,,,
111160,Göhner,,,Dr.,,,CDU/CSU,
111162,Heuer,,,Dr.,,,,
111164,Enkelmann,,,Dr.,,,,
111168,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111169,Schulte,,,,,,SPD,Hameln
111174,Neuhausen,,,,,,FDP,
111175,Oswald,,,,,,CDU/CSU,
111176,Rüttgers,,,Dr.,,,CDU/CSU,
111177,Rüttgers,,,Dr.,,,CDU/CSU,
111178,Rüttgers,,,Dr.,,,CDU/CSU,
111181,Wüppesahl,,,,,,,
111183,Kuhlwein,,,,,,SPD,
111186,Weng,,,Dr.,,,FDP,Gerlingen
111194,Schulte,,,,,,SPD,Hameln
111198,Rüttgers,,,Dr.,,,CDU/CSU,
111202,Nolting,,,,,,FDP,
111205,Feldmann,,,Dr.,,,FDP,
111207,Roth,,,,,,CDU/CSU,Gießen
111209,Kottwitz,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111211,Vogel,,,,,,CDU/CSU,Ennepetal
111213,Vogel,,,,,,CDU/CSU,Ennepetal
111214,Beifall im ganzen Hause,,,,,,,
111214,Vogel,,,,,,CDU/CSU,Ennepetal
111218,Reddemann,,,,,,CDU/CSU,
111222,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111223,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
111224,Hauchler,,,Dr.,,,SPD,
111226,Heistermann,,,,,,SPD,
111228,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
111232,Hedrich,,,,,,CDU/CSU,
111235,Duve,,,,,,SPD,
111236,Weng,,,Dr.,,,FDP,Gerlingen
111236,Ehmke,,,Dr.,,,SPD,Bonn
111241,Koschnick,,,,,,SPD,
111245,Jungmann,,,,,,SPD,Wittmoldt
111251,Bindig,,,,,,SPD,
111253,Rüttgers,,,Dr.,,,CDU/CSU,
111255,Bindig,,,,,,SPD,
111256,Weng,,,Dr.,,,FDP,Gerlingen
111258,Weng,,,Dr.,,,FDP,Gerlingen
111264,Bindig,,,,,,SPD,
111273,Fischer,,,Dr.,,,,
111274,Weng,,,Dr.,,,FDP,Gerlingen
111276,Rönsch,,,,,,CDU/CSU,Wiesbaden
111278,Brück,,,,,,SPD,
111282,Holtz,,,Dr.,,,SPD,
111287,Bindig,,,,,,SPD,
111289,Volmer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111290,Brück,,,,,,SPD,
111292,Hauchler,,,Dr.,,,SPD,
111298,Holtz,,,Dr.,,,SPD,
111307,Wieczorek-Zeul,,,,,,SPD,
111311,Brück,,,,,,SPD,
111313,Brück,,,,,,SPD,
111315,Wieczorek,,,Dr.,,,SPD,
111319,Kottwitz,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111343,Schmidt,,,,,,SPD,Nürnberg
111359,Lüder,,,,,,FDP,
111381,Struck,,,Dr.,,,SPD,
111388,Hönicke,,,,,,CDU/CSU,
111390,Hönicke,,,,,,CDU/CSU,
111410,Amling,,,,,,SPD,
111450,Fuchs,,,,,,SPD,Köln
111462,Zuruf  CDU/CSU,,,,von der,,CDU/CSU,
111462,Fuchs,,,,,,SPD,Köln
111464,Fuchs,,,,,,SPD,Köln
111466,Kuhlwein,,,,,,SPD,
111468,Vogel,,,Dr.,,,SPD,
111470,Vogel,,,Dr.,,,SPD,
111471,Vogel,,,Dr.,,,SPD,
111472,Fellner,,,,,,CDU/CSU,
111474,Fuchs,,,,,,SPD,Köln
111476,Vogel,,,Dr.,,,SPD,
111478,Vogel,,,Dr.,,,SPD,
111480,Vogel,,,Dr.,,,SPD,
111483,Vogel,,,Dr.,,,SPD,
111484,Vogel,,,Dr.,,,SPD,
111486,Andres,,,,,,SPD,
111486,Schreiner,,,,,,SPD,
111488,Matthäus-Maier,,,,,,SPD,
111489,Kuhlwein,,,,,,SPD,
111491,Vogel,,,Dr.,,,SPD,
111492,Fuchs,,,,,,SPD,Köln
111494,Fellner,,,,,,CDU/CSU,
111496,Stratmann-Mertens,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111498,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
111502,Reuter,,,,,,SPD,
111504,Schmidt,,,,,,SPD,Salzgitter
111506,Harries,,,,,,CDU/CSU,
111508,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
111509,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
111512,Grünbeck,,,,,,FDP,
111514,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
111516,Fellner,,,,,,CDU/CSU,
111518,Ing. Kansy,,,Dr.,,,CDU/CSU,
111520,Kansy,,,Dr.-Ing.,,,CDU/CSU,
111522,Roitzsch,,,,,,CDU/CSU,Quickborn
111526,Roitzsch,,,,,,CDU/CSU,Quickborn
111528,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111530,Gansel,,,,,,SPD,
111532,Voigt,,,,,,SPD,Frankfurt
111534,Fellner,,,,,,CDU/CSU,
111535,Kittelmann,,,,,,CDU/CSU,
111538,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111540,Kittelmann,,,,,,CDU/CSU,
111542,Walther,,,,,,SPD,
111543,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111550,Hoyer,,,Dr.,,,FDP,
111551,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111553,Grünbeck,,,,,,FDP,
111556,Timm,,,Dr.,,,SPD,
111557,Gansel,,,,,,SPD,
111562,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111564,Gansel,,,,,,SPD,
111567,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111570,Heiterkeit und Beifall,,,,,,,
111570,Bohl,,,,,,CDU/CSU,
111572,Gansel,,,,,,SPD,
111573,Kuhlwein,,,,,,SPD,
111575,Däubler-Gmelin,,,Dr.,,,SPD,
111576,Kuhlwein,,,,,,SPD,
111577,Odendahl,,,,,,SPD,
111579,Kuhlwein,,,,,,SPD,
111579,Zuruf  CDU/CSU,,,,von der,,CDU/CSU,
111583,Odendahl,,,,,,SPD,
111585,Odendahl,,,,,,SPD,
111596,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111598,Elmer,,,Dr.,,,SPD,
111603,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111604,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111606,Odendahl,,,,,,SPD,
111608,Odendahl,,,,,,SPD,
111612,Kuhlwein,,,,,,SPD,
111614,Wiefelspütz,,,,,,SPD,
111616,Hüsch,,,Dr.,,,CDU/CSU,
111618,Hüsch,,,Dr.,,,CDU/CSU,
111627,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111637,Wiefelspütz,,,,,,SPD,
111640,Wiefelspütz,,,,,,SPD,
111643,With,,,Dr.,de,,SPD,
111646,Wittmann,,,Dr.,,,CDU/CSU,
111648,With,,,Dr.,de,,SPD,
111657,Hornung,,,,,,CDU/CSU,
111662,Günther,,,,,,CDU/CSU,
111667,Hornung,,,,,,CDU/CSU,
111668,Becker,,,,,,SPD,Nienberge
111671,Becker,,,,,,SPD,Nienberge
111673,Schulhoff,,,,,,CDU/CSU,
111675,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111679,Rüttgers,,,Dr.,,,CDU/CSU,
111681,Hornung,,,,,,CDU/CSU,
111683,Hornung,,,,,,CDU/CSU,
111685,Rüttgers,,,Dr.,,,CDU/CSU,
111687,Hornung,,,,,,CDU/CSU,
111715,Gansel,,,,,,SPD,
111717,Hüsch,,,Dr.,,,CDU/CSU,
111719,Jahn,,,,,,SPD,Marburg
111721,Kleinert,,,,,,FDP,Hannover
111732,Wiefelspütz,,,,,,SPD,
111735,Hüsch,,,Dr.,,,CDU/CSU,
111738,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111740,Weng,,,Dr.,,,FDP,Gerlingen
111742,Müntefering,,,,,,SPD,
111749,Weng,,,Dr.,,,FDP,Gerlingen
111751,Knabe,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
111753,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
111755,Fellner,,,,,,CDU/CSU,
111760,Gerster,,,,,,CDU/CSU,Mainz
111768,Schäfer,,,,,,SPD,Offenburg
111770,Sperling,,,Dr.,,,SPD,
111771,Probst,,,Dr.,,,CDU/CSU,
111771,Weng,,,Dr.,,,FDP,Gerlingen
111772,Stahl,,,,,,SPD,Kempen
111776,Müller,,,,,,SPD,Düsseldorf
111777,Schmidbauer,,,,,,CDU/CSU,
