RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
100362,Rüttgers,,,Dr.,,,CDU/CSU,
100363,Lenzer,,,,,,CDU/CSU,
100365,Lenzer,,,,,,CDU/CSU,
100369,Wetzel,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100373,Vosen,,,,,,SPD,
100376,Wetzel,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100377,Seesing,,,,,,CDU/CSU,
100382,Seesing,,,,,,CDU/CSU,
100384,Wetzel,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100390,Rüttgers,,,Dr.,,,CDU/CSU,
100392,Schwörer,,,Dr.,,,CDU/CSU,
100394,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100398,Vosen,,,,,,SPD,
100401,Vosen,,,,,,SPD,
100403,Vosen,,,,,,SPD,
100406,Nickels,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100407,Vosen,,,,,,SPD,
100409,Vosen,,,,,,SPD,
100414,Bohl,,,,,,CDU/CSU,
100416,Kittelmann,,,,,,CDU/CSU,
100422,Kittelmann,,,,,,CDU/CSU,
100424,Vosen,,,,,,SPD,
100426,Bohl,,,,,,CDU/CSU,
100427,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100433,Nickels,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100441,Nickels,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100445,Nickels,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100447,Nickels,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100464,Gerster,,,,,,CDU/CSU,Mainz
100472,Schäfer,,,,,,SPD,Offenburg
100479,Hirsch,,,Dr.,,,FDP,
100484,Rüttgers,,,Dr.,,,CDU/CSU,
100485,Hämmerle,,,,,,SPD,
100486,Gerster,,,,,,CDU/CSU,Mainz
100489,Czaja,,,Dr.,,,CDU/CSU,
100490,Czaja,,,Dr.,,,CDU/CSU,
100495,Penner,,,Dr.,,,SPD,
100505,Lippelt,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Hannover
100505,Scheer,,,Dr.,,,SPD,
100507,Schäfer,,,,,,SPD,Offenburg
100509,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100511,Schäfer,,,,,,SPD,Offenburg
100512,Schäfer,,,,,,SPD,Offenburg
100513,Schäfer,,,,,,SPD,Offenburg
100513,Hartenstein,,,Dr.,,,SPD,
100517,Stahl,,,,,,SPD,Kempen
100532,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
100553,Daniels,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Regensburg
100569,Kittelmann,,,,,,CDU/CSU,
100595,Kittelmann,,,,,,CDU/CSU,
100601,Kittelmann,,,,,,CDU/CSU,
100613,Kittelmann,,,,,,CDU/CSU,
100617,Kittelmann,,,,,,CDU/CSU,
100619,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100625,Eid,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100628,Mechtersheimer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100638,Mechtersheimer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100639,Volmer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100647,Vennegerts,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100649,Mechtersheimer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100651,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100653,Scharrenbroich,,,,,,CDU/CSU,
100654,Geiger,,,,,,CDU/CSU,
100655,Duve,,,,,,SPD,
100659,Lowack,,,,,,CDU/CSU,
100661,Wieczorek-Zeul,,,,,,SPD,
100665,Lowack,,,,,,CDU/CSU,
100667,Wischnewski,,,,,,SPD,
100669,Mechtersheimer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100670,Mechtersheimer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100678,Wieczorek-Zeul,,,,,,SPD,
100680,Volmer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100684,Dreßler,,,,,,SPD,
100686,Günther,,,,,,CDU/CSU,
100689,Cronenberg,,,,,,FDP,Arnsberg
100692,Karwatzki,,,,,,CDU/CSU,
100694,Louven,,,,,,CDU/CSU,
100696,Egert,,,,,,SPD,
100697,Günther,,,,,,CDU/CSU,
100702,Buschfort,,,,,,SPD,
100704,Dreßler,,,,,,SPD,
100709,Dreßler,,,,,,SPD,
100713,Günther,,,,,,CDU/CSU,
100717,Dreßler,,,,,,SPD,
100719,Günther,,,,,,CDU/CSU,
100723,Scharrenbroich,,,,,,CDU/CSU,
100725,Scharrenbroich,,,,,,CDU/CSU,
100729,Rönsch,,,,,,CDU/CSU,Wiesbaden
100732,Dreßler,,,,,,SPD,
100734,Louven,,,,,,CDU/CSU,
100736,Cronenberg,,,,,,FDP,Arnsberg
100738,Dreßler,,,,,,SPD,
100740,Cronenberg,,,,,,FDP,Arnsberg
100742,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100744,Feilcke,,,,,,CDU/CSU,
100745,Dregger,,,Dr.,,,CDU/CSU,
100747,Vogel,,,Dr.,,,SPD,
100749,Ehmke,,,Dr.,,,SPD,Bonn
100751,Kansy,,,Dr.-Ing.,,,CDU/CSU,
100753,Roth,,,,,,SPD,
100754,Vollmer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100755,Blamage! Er war keine Sekun Minister!,,,,de,,,
100755,Matthäus-Maier,,,,,,SPD,
100755,Vogel,,,Dr.,,,SPD,
100756,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100758,Austermann,,,,,,CDU/CSU,
100759,Rüttgers,,,Dr.,,,CDU/CSU,
100761,Zurufe  SPD,,,,von der,,SPD,
100761,Vogel,,,Dr.,,,SPD,
100763,Ehmke,,,Dr.,,,SPD,Bonn
100764,Feilcke,,,,,,CDU/CSU,
100765,Ehmke,,,Dr.,,,SPD,Bonn
100769,Scharrenbroich,,,,,,CDU/CSU,
100777,Schulze,,,,,,CDU/CSU,Berlin
100779,Hornhues,,,Dr.,,,CDU/CSU,
100780,Kittelmann,,,,,,CDU/CSU,
100782,Roth,,,,,,SPD,
100783,Vollmer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
100790,Roth,,,,,,SPD,
100792,Gerster,,,,,,CDU/CSU,Mainz
100794,Gansel,,,,,,SPD,
100796,Göhner,,,Dr.,,,CDU/CSU,
100798,Bohl,,,,,,CDU/CSU,
100802,Bohl,,,,,,CDU/CSU,
100837,Amling,,,,,,SPD,
100848,Amling,,,,,,SPD,
100854,Wollny,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100858,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100864,Beck-Oberdorf,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100886,Reuter,,,,,,SPD,
100933,Jäger,,,,,,CDU/CSU,
100934,Schmidt,,,,,,SPD,Nürnberg
100938,Conradi,,,,,,SPD,
100940,Geis,,,,,,CDU/CSU,
100944,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100947,Geis,,,,,,CDU/CSU,
100950,Verhülsdonk,,,,,,CDU/CSU,
100951,Geis,,,,,,CDU/CSU,
100953,Schmidt,,,,,,SPD,Nürnberg
100957,Geis,,,,,,CDU/CSU,
100959,Verhülsdonk,,,,,,CDU/CSU,
100961,Schmidt,,,,,,SPD,Nürnberg
100966,Beck-Oberdorf,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100968,Götte,,,Dr.,,,SPD,
100973,Conradi,,,,,,SPD,
100975,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100977,Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100979,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100981,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100983,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100986,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100988,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100989,Michels,,,,,,CDU/CSU,
100990,Susset,,,,,,CDU/CSU,
100992,Sielaff,,,,,,SPD,
100994,Garbe,,,,,,BÜNDNIS 90/DIE GRÜNEN,
100995,Schorlemer,,,,von,Freiherr,CDU/CSU,
100996,Susset,,,,,,CDU/CSU,
101001,Sielaff,,,,,,SPD,
101002,Sielaff,,,,,,SPD,
101006,Sielaff,,,,,,SPD,
101008,Susset,,,,,,CDU/CSU,
101009,Sielaff,,,,,,SPD,
101012,Oostergetelo,,,,zu,,SPD,
101012,Susset,,,,,,CDU/CSU,
101013,Sielaff,,,,,,SPD,
101014,Bredehorn,,,,,,FDP,
101015,Michels,,,,,,CDU/CSU,
101016,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101017,Becker,,,,,,SPD,Nienberge
101020,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101022,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101024,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101026,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101031,Bohl,,,,,,CDU/CSU,
101034,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101041,Bamberg,,,,,,SPD,Bamberg
101042,Jobst,,,Dr.,,,CDU/CSU,
101046,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101048,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101051,Gries,,,,,,FDP,
101052,Bohl,,,,,,CDU/CSU,
101054,Gerster,,,,,,CDU/CSU,Mainz
101056,Weiss,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
101059,Olderog,,,Dr.,,,CDU/CSU,
101060,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101063,Jung,,,,,,CDU/CSU,Limburg
101065,Daubertshäuser,,,,,,SPD,
101067,Daubertshäuser,,,,,,SPD,
101069,Daubertshäuser,,,,,,SPD,
101071,Fischer,,,,,,CDU/CSU,Hamburg
101072,Hüser,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101073,Feldmann,,,Dr.,,,FDP,
101075,Verheugen,,,,,,SPD,
101080,Verheugen,,,,,,SPD,
101082,Verheugen,,,,,,SPD,
101084,Verheugen,,,,,,SPD,
101085,Feldmann,,,Dr.,,,FDP,
101087,Verheugen,,,,,,SPD,
101088,Verheugen,,,,,,SPD,
101090,Penner,,,Dr.,,,SPD,
101091,Clemens,,,,,,CDU/CSU,
101093,Nöbel,,,Dr.,,,SPD,
101095,Nöbel,,,Dr.,,,SPD,
101097,Nöbel,,,Dr.,,,SPD,
101098,Nöbel,,,Dr.,,,SPD,
101105,Nöbel,,,Dr.,,,SPD,
101107,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101109,Timm,,,,,,FDP,
101111,Vosen,,,,,,SPD,
101113,Jäger,,,,,,CDU/CSU,
101115,Jäger,,,,,,CDU/CSU,
101117,Jäger,,,,,,CDU/CSU,
101124,Jäger,,,,,,CDU/CSU,
101126,Jäger,,,,,,CDU/CSU,
101129,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101135,Bohl,,,,,,CDU/CSU,
101137,Bohl,,,,,,CDU/CSU,
101138,Bohl,,,,,,CDU/CSU,
101138,Beifall,,,,,,,
101139,Fiebig,,,,,,SPD,
101143,Duve,,,,,,SPD,
101144,Duve,,,,,,SPD,
101166,Emmerlich,,,Dr.,,,SPD,
101168,Emmerlich,,,Dr.,,,SPD,
101170,Gansel,,,,,,SPD,
101172,Schulte,,,,,,SPD,Hameln
101186,Gansel,,,,,,SPD,
101189,Schulze,,,,,,CDU/CSU,Berlin
101198,Gansel,,,,,,SPD,
101201,Gansel,,,,,,SPD,
101206,Gansel,,,,,,SPD,
101220,Daniels,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Regensburg
101226,Wüppesahl,,,,,,,
101248,Müller,,,,,,SPD,Pleisweiler
101268,Bulmahn,,,,,,SPD,
101296,Schulte,,,,,,SPD,Hameln
101300,Lenzer,,,,,,CDU/CSU,
101317,Diederich,,,Dr.,,,SPD,Berlin
101319,Rüttgers,,,Dr.,,,CDU/CSU,
101321,Rüttgers,,,Dr.,,,CDU/CSU,
101323,Weisskirchen,,,,,,SPD,Wiesloch
101325,Rüttgers,,,Dr.,,,CDU/CSU,
101327,Rüttgers,,,Dr.,,,CDU/CSU,
101327,Beifall des  Hüser,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101329,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101330,Catenhusen,,,,,,SPD,
101331,Rüttgers,,,Dr.,,,CDU/CSU,
101332,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101333,Rüttgers,,,Dr.,,,CDU/CSU,
101336,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101338,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101339,Lenzer,,,,,,CDU/CSU,
101340,Schulte,,,,,,SPD,Hameln
101341,Catenhusen,,,,,,SPD,
101343,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101346,Jäger,,,,,,CDU/CSU,
101348,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101354,Wollny,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101376,Gansel,,,,,,SPD,
101387,Hirsch,,,Dr.,,,FDP,
101390,Reuschenbach,,,,,,SPD,
101398,Reuschenbach,,,,,,SPD,
101405,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101410,Beer,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101414,Vollmer,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101421,Hirsch,,,Dr.,,,FDP,
101440,Soell,,,Dr.,,,SPD,
101444,Ganseforth,,,,,,SPD,
101445,Ganseforth,,,,,,SPD,
101452,Antretter,,,,,,SPD,
101453,Antretter,,,,,,SPD,
101456,Glos,,,,,,CDU/CSU,
101460,Soell,,,Dr.,,,SPD,
101461,Timm,,,Dr.,,,FDP,
101463,Wieczorek,,,Dr.,,,SPD,
101465,Poß,,,,,,SPD,
101469,Poß,,,,,,SPD,
101472,Poß,,,,,,SPD,
101475,Poß,,,,,,SPD,
101485,Poß,,,,,,SPD,
101487,Wieczorek,,,Dr.,,,SPD,
101490,Poß,,,,,,SPD,
101496,Glos,,,,,,CDU/CSU,
101498,Faltlhauser,,,Dr.,,,CDU/CSU,
101500,Reuter,,,,,,SPD,
101504,Reuter,,,,,,SPD,
101511,Weisskirchen,,,,,,SPD,Wiesloch
101512,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101516,Weisskirchen,,,,,,SPD,Wiesloch
101519,Kuhlwein,,,,,,SPD,
101521,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101523,Kuhlwein,,,,,,SPD,
101524,Odendahl,,,,,,SPD,
101528,Rixe,,,,,,SPD,
101531,Kuhlwein,,,,,,SPD,
101532,Kuhlwein,,,,,,SPD,
101536,Mischnick,,,,,,FDP,
101537,Rixe,,,,,,SPD,
101539,Hillerich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101543,Lüder,,,,,,FDP,
101544,Olderog,,,Dr.,,,CDU/CSU,
101546,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101547,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101554,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101558,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101560,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101561,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101562,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101563,Emmerlich,,,Dr.,,,SPD,
101568,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101570,Olderog,,,Dr.,,,CDU/CSU,
101576,Such,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101578,Olderog,,,Dr.,,,CDU/CSU,
101582,Rock,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101583,Rock,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101586,Rock,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101590,Knabe,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101591,Opel,,,,,,SPD,
101592,Freu Teubner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101594,Cronenberg,,,,,,FDP,Arnsberg
101596,Tillmann,,,,,,CDU/CSU,
101598,Weng,,,Dr.,,,FDP,Gerlingen
101600,Tillmann,,,,,,CDU/CSU,
101605,Sperling,,,Dr.,,,SPD,
101606,Dregger,,,Dr.,,,CDU/CSU,
101615,Vogel,,,Dr.,,,SPD,
101616,Hoss,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101620,Bohl,,,,,,CDU/CSU,
101622,Skarpelis-Sperk,,,Dr.,,,SPD,
101627,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101633,Weng,,,Dr.,,,FDP,Gerlingen
101634,Jens,,,Dr.,,,SPD,
101636,Kraus,,,,,,CDU/CSU,
101637,Rauen,,,,,,CDU/CSU,
101640,Unland,,,Dr.,,,CDU/CSU,
101642,Weng,,,Dr.,,,FDP,Gerlingen
101643,Kittelmann,,,,,,CDU/CSU,
101646,Roth,,,,,,SPD,
101657,Unruh,,,,,,,
101664,Roth,,,,,,SPD,
101667,Unruh,,,,,,,
101670,Schäfer,,,,,,SPD,Offenburg
101671,Skarpelis-Sperk,,,Dr.,,,SPD,
101673,Jäger,,,,,,CDU/CSU,
101675,Kittelmann,,,,,,CDU/CSU,
101677,Rüttgers,,,Dr.,,,CDU/CSU,
101682,Rüttgers,,,Dr.,,,CDU/CSU,
101684,Sperling,,,Dr.,,,SPD,
101691,Schäfer,,,,,,SPD,Offenburg
101692,Schäfer,,,,,,SPD,Offenburg
101693,Schäfer,,,,,,SPD,Offenburg
101695,Schäfer,,,,,,SPD,Offenburg
101697,Hauser,,,,,,CDU/CSU,Krefeld
101703,Lennartz,,,,,,SPD,
101706,Schreiner,,,,,,SPD,
101707,Lennartz,,,,,,SPD,
101708,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101710,Unland,,,Dr.,,,CDU/CSU,
101712,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101712,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101714,Kastning,,,,,,SPD,
101719,Schäfer,,,,,,SPD,Offenburg
101719,Sperling,,,Dr.,,,SPD,
101720,Weyel,,,,,,SPD,
101722,Rüttgers,,,Dr.,,,CDU/CSU,
101724,Hinsken,,,,,,CDU/CSU,
101726,Schäfer,,,,,,SPD,Offenburg
101728,Gerstein,,,,,,CDU/CSU,
101731,Fischer,,,,,,SPD,Homburg
101732,Briefs,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
101736,Stratmann,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101738,Roth,,,,,,SPD,
101739,Schäfer,,,,,,SPD,Offenburg
101741,Fischer,,,,,,SPD,Homburg
101751,MatthäusMaier,,,,,,SPD,
101753,Zurufe,,,,von der,,CDU/CSU,
101762,Jungmann,,,,,,SPD,
101770,Jungmann,,,,,,SPD,Wittmoldt
101775,Lennartz,,,,,,SPD,
101777,Wissmann,,,,,,CDU/CSU,
101779,Dreßler,,,,,,SPD,
101787,Wüppesahl,,,,,,,
101791,Jahn,,,,,,SPD,Marburg
101793,Gerstein,,,,,,CDU/CSU,
101797,Roth,,,,,,SPD,
101798,Jahn,,,,,,SPD,Marburg
101819,Jungmann,,,,,,SPD,Wittmoldt
101822,Austermann,,,,,,CDU/CSU,
101837,Gansel,,,,,,SPD,
101840,Flinner,,,,,,BÜNDNIS 90/DIE GRÜNEN,
101851,Jungmann,,,,,,SPD,Wittmoldt
101855,Jungmann,,,,,,SPD,Wittmoldt
