RB_ID,RB_Name,WAHLPERIODE,NR,DATUM
1,Reimann (KPD),10,10/131,17.04.1985
2,Böhm (SPD),10,10/131,17.04.1985
3,Ollenhauer (SPD),10,10/131,17.04.1985
4,Reimann (KPD),10,10/131,17.04.1985
5,Renner (KPD),10,10/131,17.04.1985
6,Ollenhauer (SPD),10,10/131,17.04.1985
7,Renner (KPD),10,10/131,17.04.1985
8,Zinn (SPD),10,10/131,17.04.1985
9,Zinn (SPD),10,10/131,17.04.1985
10,Blücher (FDP),10,10/131,17.04.1985
11,Renner (KPD),10,10/131,17.04.1985
12,Renner (KPD),10,10/131,17.04.1985
13,Ewers (DP),10,10/131,17.04.1985
14,Ewers (DP),10,10/131,17.04.1985
15,Ewers (DP),10,10/131,17.04.1985
16,Ewers (DP),10,10/131,17.04.1985
17,Ewers (DP),10,10/131,17.04.1985
18,Reimann (KPD),10,10/131,17.04.1985
19,Reimann (KPD),10,10/131,17.04.1985
20,Reimann (KPD),10,10/131,17.04.1985
21,Reimann (KPD),10,10/131,17.04.1985
22,Reimann (KPD),10,10/131,17.04.1985
23,Reimann (KPD),10,10/131,17.04.1985
24,Reimann (KPD),10,10/131,17.04.1985
25,Loritz (WAV),10,10/131,17.04.1985
26,Clausen (SSW),10,10/131,17.04.1985
27,Blank (CDU),10,10/131,17.04.1985
28,Blank (CDU),10,10/131,17.04.1985
29,Ollenhauer (SPD),10,10/131,17.04.1985
30,Rüdiger (FDP),10,10/131,17.04.1985
31,Rüdiger (FDP),10,10/131,17.04.1985
32,Ollenhauer (SPD),10,10/131,17.04.1985
33,Fisch (KPD),10,10/131,17.04.1985
34,Fisch (KPD),10,10/131,17.04.1985
35,Götzendorff (WAV),10,10/131,17.04.1985
36,Ribbeheger (Z),10,10/131,17.04.1985
37,Euler (FDP),10,10/131,17.04.1985
38,Etzel (CDU),10,10/131,17.04.1985
39,Euler (FDP),10,10/131,17.04.1985
40,Löfflad (WAV),10,10/131,17.04.1985
41,Rische (KPD),10,10/131,17.04.1985
42,Loritz (WAV),10,10/131,17.04.1985
43,Agatz (KPD),10,10/131,17.04.1985
44,Goetzendorff (WAV),10,10/131,17.04.1985
45,Strauß (CSU),10,10/131,17.04.1985
46,Mayer (FDP),10,10/131,17.04.1985
47,Euler (FDP),10,10/131,17.04.1985
48,Schoettle (SPD),10,10/131,17.04.1985
49,Schoettle (SPD),10,10/131,17.04.1985
50,Scharnberg (CDU),10,10/131,17.04.1985
51,Euler (FDP),10,10/131,17.04.1985
52,Schoettle (SPD),10,10/131,17.04.1985
53,Schoettle (SPD),10,10/131,17.04.1985
54,Schoettle (SPD),10,10/131,17.04.1985
55,Schoettle (SPD),10,10/131,17.04.1985
56,Euler (FDP),10,10/131,17.04.1985
57,Loritz (WAV),10,10/131,17.04.1985
58,Loritz (WAV),10,10/131,17.04.1985
59,Renner (KPD),10,10/131,17.04.1985
60,Schoettle (SPD),10,10/131,17.04.1985
61,Schoettle (SPD),10,10/131,17.04.1985
62,Kinat (SPD),10,10/131,17.04.1985
63,Renner (KPD),10,10/131,17.04.1985
64,Schoettle (SPD),10,10/131,17.04.1985
65,Gengler (CDU),10,10/131,17.04.1985
66,Schoettle (SPD),10,10/131,17.04.1985
67,Renner (KPD),10,10/131,17.04.1985
68,Scharnberg (CDU),10,10/131,17.04.1985
69,Schoettle (SPD),10,10/131,17.04.1985
70,Gengler (CDU),10,10/131,17.04.1985
71,Henßler (SPD),10,10/131,17.04.1985
72,Paul (KPD),10,10/131,17.04.1985
73,Tichi (WAV),10,10/131,17.04.1985
74,Henßler (SPD),10,10/131,17.04.1985
75,Paul (KPD),10,10/131,17.04.1985
76,Paul (KPD),10,10/131,17.04.1985
77,Paul (KPD),10,10/131,17.04.1985
78,Renner (KPD),10,10/131,17.04.1985
79,Renner (KPD),10,10/131,17.04.1985
80,Renner (KPD),10,10/131,17.04.1985
81,Strauß (CSU),10,10/131,17.04.1985
82,Zinn (SPD),10,10/131,17.04.1985
83,Zinn (SPD),10,10/131,17.04.1985
84,Euler (FDP),10,10/131,17.04.1985
85,Ollenhauer (SPD),10,10/131,17.04.1985
86,Renner (KPD),10,10/131,17.04.1985
87,Hilbert (CDU),10,10/131,17.04.1985
88,Renner (KPD),10,10/131,17.04.1985
89,Paul (KPD),10,10/131,17.04.1985
90,Loritz (WAV),10,10/131,17.04.1985
91,Kiesinger (CDU),10,10/131,17.04.1985
92,Kiesinger (CDU),10,10/131,17.04.1985
93,Farke (DP),10,10/131,17.04.1985
94,Kiesinger (CDU),10,10/131,17.04.1985
95,Renner (KPD),10,10/131,17.04.1985
96,Richter (SPD),10,10/131,17.04.1985
97,Arndgen (CDU),10,10/131,17.04.1985
98,Blank (CDU),10,10/131,17.04.1985
99,Richter (SPD),10,10/131,17.04.1985
100,Blank (CDU),10,10/131,17.04.1985
101,Karpf (CDU),10,10/131,17.04.1985
102,Paul (KPD),10,10/131,17.04.1985
103,Stierle (SPD),10,10/131,17.04.1985
104,Wirths (FDP),10,10/131,17.04.1985
105,Etzel (CDU),10,10/131,17.04.1985
106,Etzel (CDU),10,10/131,17.04.1985
107,Ollenhauer (SPD),10,10/131,17.04.1985
108,Kuntscher (CDU),10,10/131,17.04.1985
109,Reitzner (SPD),10,10/131,17.04.1985
110,Goetzendorff (WAV),10,10/131,17.04.1985
111,Renner (KPD),10,10/131,17.04.1985
112,Krause (Z),10,10/131,17.04.1985
113,Clausen (SSW),10,10/131,17.04.1985
114,Donhauser (BP),10,10/131,17.04.1985
115,Höfler (CDU),10,10/131,17.04.1985
116,Rische (KPD),10,10/131,17.04.1985
117,Rische (KPD),10,10/131,17.04.1985
118,Wehner (SPD),10,10/131,17.04.1985
119,Goetzendorff (WAV),10,10/131,17.04.1985
120,Renner (KPD),10,10/131,17.04.1985
121,Renner (KPD),10,10/131,17.04.1985
122,Renner (KPD),10,10/131,17.04.1985
123,Renner (KPD),10,10/131,17.04.1985
124,Jahn (SPD),10,10/131,17.04.1985
125,Jahn (SPD),10,10/131,17.04.1985
126,Ritzel (SPD),10,10/131,17.04.1985
127,Loritz (WAV),10,10/131,17.04.1985
128,Renner (KPD),10,10/131,17.04.1985
129,Strauss (CSU),10,10/131,17.04.1985
130,Löfflad (WAV),10,10/131,17.04.1985
131,Neuburger (CDU),10,10/131,17.04.1985
132,Renner (KPD),10,10/131,17.04.1985
133,Blank (CDU),10,10/131,17.04.1985
134,Euler (FDP),10,10/131,17.04.1985
135,Gundelach (KPD),10,10/131,17.04.1985
136,Neumann (SPD),10,10/131,17.04.1985
137,Nuding (KPD),10,10/131,17.04.1985
138,Nuding (KPD),10,10/131,17.04.1985
139,Strauß (CSU),10,10/131,17.04.1985
140,Renner (KPD),10,10/131,17.04.1985
141,Ollenhauer (SPD),10,10/131,17.04.1985
142,Renner (KPD),10,10/131,17.04.1985
143,Rische (KPD),10,10/131,17.04.1985
144,Mellies (SPD),10,10/131,17.04.1985
145,Paul (KPD),10,10/131,17.04.1985
146,Schoettle (SPD),10,10/131,17.04.1985
147,Paul (KPD),10,10/131,17.04.1985
148,Arndgen (CDU),10,10/131,17.04.1985
149,Richter (SPD),10,10/131,17.04.1985
150,Nuding (KPD),10,10/131,17.04.1985
151,Reitzner (SPD),10,10/131,17.04.1985
152,Bazille (SPD),10,10/131,17.04.1985
153,Bazille (SPD),10,10/131,17.04.1985
154,Renner (KPD),10,10/131,17.04.1985
155,Renner (KPD),10,10/131,17.04.1985
156,Ollenhauer (SPD),10,10/131,17.04.1985
157,Ollenhauer (SPD),10,10/131,17.04.1985
158,Renner (KPD),10,10/131,17.04.1985
159,Renner (KPD),10,10/131,17.04.1985
160,Renner (KPD),10,10/131,17.04.1985
161,Renner (KPD),10,10/131,17.04.1985
162,Renner (KPD),10,10/131,17.04.1985
