RB_ID,RB_Name,WAHLPERIODE,NR,DATUM
1,Reimann (KPD),1,01/282,29.07.1953
2,Böhm (SPD),1,01/282,29.07.1953
3,Ollenhauer (SPD),1,01/282,29.07.1953
4,Reimann (KPD),1,01/282,29.07.1953
5,Renner (KPD),1,01/282,29.07.1953
6,Ollenhauer (SPD),1,01/282,29.07.1953
7,Renner (KPD),1,01/282,29.07.1953
8,Zinn (SPD),1,01/282,29.07.1953
9,Zinn (SPD),1,01/282,29.07.1953
10,Blücher (FDP),1,01/282,29.07.1953
11,Renner (KPD),1,01/282,29.07.1953
12,Renner (KPD),1,01/282,29.07.1953
13,Ewers (DP),1,01/282,29.07.1953
14,Ewers (DP),1,01/282,29.07.1953
15,Ewers (DP),1,01/282,29.07.1953
16,Ewers (DP),1,01/282,29.07.1953
17,Ewers (DP),1,01/282,29.07.1953
18,Reimann (KPD),1,01/282,29.07.1953
19,Reimann (KPD),1,01/282,29.07.1953
20,Reimann (KPD),1,01/282,29.07.1953
21,Reimann (KPD),1,01/282,29.07.1953
22,Reimann (KPD),1,01/282,29.07.1953
23,Reimann (KPD),1,01/282,29.07.1953
24,Reimann (KPD),1,01/282,29.07.1953
25,Loritz (WAV),1,01/282,29.07.1953
26,Clausen (SSW),1,01/282,29.07.1953
27,Blank (CDU),1,01/282,29.07.1953
28,Blank (CDU),1,01/282,29.07.1953
29,Ollenhauer (SPD),1,01/282,29.07.1953
30,Rüdiger (FDP),1,01/282,29.07.1953
31,Rüdiger (FDP),1,01/282,29.07.1953
32,Ollenhauer (SPD),1,01/282,29.07.1953
33,Fisch (KPD),1,01/282,29.07.1953
34,Fisch (KPD),1,01/282,29.07.1953
35,Götzendorff (WAV),1,01/282,29.07.1953
36,Ribbeheger (Z),1,01/282,29.07.1953
37,Euler (FDP),1,01/282,29.07.1953
38,Etzel (CDU),1,01/282,29.07.1953
39,Euler (FDP),1,01/282,29.07.1953
40,Löfflad (WAV),1,01/282,29.07.1953
41,Rische (KPD),1,01/282,29.07.1953
42,Loritz (WAV),1,01/282,29.07.1953
43,Agatz (KPD),1,01/282,29.07.1953
44,Goetzendorff (WAV),1,01/282,29.07.1953
45,Strauß (CSU),1,01/282,29.07.1953
46,Mayer (FDP),1,01/282,29.07.1953
47,Euler (FDP),1,01/282,29.07.1953
48,Schoettle (SPD),1,01/282,29.07.1953
49,Schoettle (SPD),1,01/282,29.07.1953
50,Scharnberg (CDU),1,01/282,29.07.1953
51,Euler (FDP),1,01/282,29.07.1953
52,Schoettle (SPD),1,01/282,29.07.1953
53,Schoettle (SPD),1,01/282,29.07.1953
54,Schoettle (SPD),1,01/282,29.07.1953
55,Schoettle (SPD),1,01/282,29.07.1953
56,Euler (FDP),1,01/282,29.07.1953
57,Loritz (WAV),1,01/282,29.07.1953
58,Loritz (WAV),1,01/282,29.07.1953
59,Renner (KPD),1,01/282,29.07.1953
60,Schoettle (SPD),1,01/282,29.07.1953
61,Schoettle (SPD),1,01/282,29.07.1953
