RB_ID,RB_Name,WAHLPERIODE,NR,DATUM
87,Hilbert (CDU),3,03/168,22.08.1961
88,Renner (KPD),3,03/168,22.08.1961
89,Paul (KPD),3,03/168,22.08.1961
90,Loritz (WAV),3,03/168,22.08.1961
91,Kiesinger (CDU),3,03/168,22.08.1961
92,Kiesinger (CDU),3,03/168,22.08.1961
93,Farke (DP),3,03/168,22.08.1961
94,Kiesinger (CDU),3,03/168,22.08.1961
95,Renner (KPD),3,03/168,22.08.1961
96,Richter (SPD),3,03/168,22.08.1961
97,Arndgen (CDU),3,03/168,22.08.1961
98,Blank (CDU),3,03/168,22.08.1961
99,Richter (SPD),3,03/168,22.08.1961
100,Blank (CDU),3,03/168,22.08.1961
101,Karpf (CDU),3,03/168,22.08.1961
102,Paul (KPD),3,03/168,22.08.1961
103,Stierle (SPD),3,03/168,22.08.1961
104,Wirths (FDP),3,03/168,22.08.1961
105,Etzel (CDU),3,03/168,22.08.1961
106,Etzel (CDU),3,03/168,22.08.1961
107,Ollenhauer (SPD),3,03/168,22.08.1961
108,Kuntscher (CDU),3,03/168,22.08.1961
109,Reitzner (SPD),3,03/168,22.08.1961
110,Goetzendorff (WAV),3,03/168,22.08.1961
111,Renner (KPD),3,03/168,22.08.1961
112,Krause (Z),3,03/168,22.08.1961
113,Clausen (SSW),3,03/168,22.08.1961
114,Donhauser (BP),3,03/168,22.08.1961
115,Höfler (CDU),3,03/168,22.08.1961
116,Rische (KPD),3,03/168,22.08.1961
117,Rische (KPD),3,03/168,22.08.1961
118,Wehner (SPD),3,03/168,22.08.1961
119,Goetzendorff (WAV),3,03/168,22.08.1961
120,Renner (KPD),3,03/168,22.08.1961
121,Renner (KPD),3,03/168,22.08.1961
122,Renner (KPD),3,03/168,22.08.1961
123,Renner (KPD),3,03/168,22.08.1961
124,Jahn (SPD),3,03/168,22.08.1961
125,Jahn (SPD),3,03/168,22.08.1961
126,Ritzel (SPD),3,03/168,22.08.1961
127,Loritz (WAV),3,03/168,22.08.1961
128,Renner (KPD),3,03/168,22.08.1961
129,Strauss (CSU),3,03/168,22.08.1961
130,Löfflad (WAV),3,03/168,22.08.1961
131,Neuburger (CDU),3,03/168,22.08.1961
132,Renner (KPD),3,03/168,22.08.1961
133,Blank (CDU),3,03/168,22.08.1961
134,Euler (FDP),3,03/168,22.08.1961
135,Gundelach (KPD),3,03/168,22.08.1961
136,Neumann (SPD),3,03/168,22.08.1961
137,Nuding (KPD),3,03/168,22.08.1961
138,Nuding (KPD),3,03/168,22.08.1961
139,Strauß (CSU),3,03/168,22.08.1961
140,Renner (KPD),3,03/168,22.08.1961
141,Ollenhauer (SPD),3,03/168,22.08.1961
142,Renner (KPD),3,03/168,22.08.1961
143,Rische (KPD),3,03/168,22.08.1961
144,Mellies (SPD),3,03/168,22.08.1961
145,Paul (KPD),3,03/168,22.08.1961
146,Schoettle (SPD),3,03/168,22.08.1961
147,Paul (KPD),3,03/168,22.08.1961
148,Arndgen (CDU),3,03/168,22.08.1961
149,Richter (SPD),3,03/168,22.08.1961
150,Nuding (KPD),3,03/168,22.08.1961
151,Reitzner (SPD),3,03/168,22.08.1961
152,Bazille (SPD),3,03/168,22.08.1961
153,Bazille (SPD),3,03/168,22.08.1961
154,Renner (KPD),3,03/168,22.08.1961
155,Renner (KPD),3,03/168,22.08.1961
156,Ollenhauer (SPD),3,03/168,22.08.1961
157,Ollenhauer (SPD),3,03/168,22.08.1961
158,Renner (KPD),3,03/168,22.08.1961
159,Renner (KPD),3,03/168,22.08.1961
160,Renner (KPD),3,03/168,22.08.1961
161,Renner (KPD),3,03/168,22.08.1961
162,Renner (KPD),3,03/168,22.08.1961
163,Renner (KPD),3,03/168,22.08.1961
164,Renner (KPD),3,03/168,22.08.1961
165,Euler (FDP),3,03/168,22.08.1961
166,Zinn (SPD),3,03/168,22.08.1961
167,Rademacher (FDP),3,03/168,22.08.1961
168,Rische (KPD),3,03/168,22.08.1961
169,Rische (KPD),3,03/168,22.08.1961
170,Leddin (SPD),3,03/168,22.08.1961
171,Seuffert (SPD),3,03/168,22.08.1961
172,Leibbrand (KPD),3,03/168,22.08.1961
173,Goetzendorff (WAV),3,03/168,22.08.1961
174,Hilbert (CDU),3,03/168,22.08.1961
175,Renner (KPD),3,03/168,22.08.1961
176,Ollenhauer (SPD),3,03/168,22.08.1961
177,Ollenhauer (SPD),3,03/168,22.08.1961
178,Euler (FDP),3,03/168,22.08.1961
179,Zinn (SPD),3,03/168,22.08.1961
180,Renner (KPD),3,03/168,22.08.1961
181,Löbe (SPD),3,03/168,22.08.1961
182,Euler (FDP),3,03/168,22.08.1961
183,Reimann (KPD),3,03/168,22.08.1961
184,Reimann (KPD),3,03/168,22.08.1961
185,Reimann (KPD),3,03/168,22.08.1961
186,Loritz (WAV),3,03/168,22.08.1961
187,Fisch (KPD),3,03/168,22.08.1961
188,Fisch (KPD),3,03/168,22.08.1961
189,Strauss (CSU),3,03/168,22.08.1961
190,Gundelach (KPD),3,03/168,22.08.1961
191,Pannenbecker (Z),3,03/168,22.08.1961
192,Farke (DP),3,03/168,22.08.1961
193,Donhauser (BP),3,03/168,22.08.1961
194,Pannenbecker (Z),3,03/168,22.08.1961
195,Strauss (CSU),3,03/168,22.08.1961
196,Kiesinger (CDU),3,03/168,22.08.1961
197,Gockeln (CDU),3,03/168,22.08.1961
198,Loritz (WAV),3,03/168,22.08.1961
199,Fisch (KPD),3,03/168,22.08.1961
200,Fisch (KPD),3,03/168,22.08.1961
201,Fisch (KPD),3,03/168,22.08.1961
202,Fisch (KPD),3,03/168,22.08.1961
203,Fisch (KPD),3,03/168,22.08.1961
204,Fisch (KPD),3,03/168,22.08.1961
205,Loritz (WAV),3,03/168,22.08.1961
206,Loritz (WAV),3,03/168,22.08.1961
207,Loritz (WAV),3,03/168,22.08.1961
208,Loritz (WAV),3,03/168,22.08.1961
209,Ollenhauer (SPD),3,03/168,22.08.1961
210,Ollenhauer (SPD),3,03/168,22.08.1961
211,Ollenhauer (SPD),3,03/168,22.08.1961
212,Bausch (CDU),3,03/168,22.08.1961
213,Euler (FDP),3,03/168,22.08.1961
214,Fisch (KPD),3,03/168,22.08.1961
215,Fisch (KPD),3,03/168,22.08.1961
216,Fisch (KPD),3,03/168,22.08.1961
217,Euler (FDP),3,03/168,22.08.1961
218,Strauss (CSU),3,03/168,22.08.1961
219,Ribbeheger (Z),3,03/168,22.08.1961
220,Strauss (CSU),3,03/168,22.08.1961
221,Strauss (CSU),3,03/168,22.08.1961
222,Strauss (CSU),3,03/168,22.08.1961
223,Walter (DP),3,03/168,22.08.1961
224,Rademacher (FDP),3,03/168,22.08.1961
225,Niebergall (KPD),3,03/168,22.08.1961
226,Stahl (FDP),3,03/168,22.08.1961
227,Arndgen (CDU),3,03/168,22.08.1961
228,Pohle (SPD),3,03/168,22.08.1961
229,Leddin (SPD),3,03/168,22.08.1961
230,Sabel (CDU),3,03/168,22.08.1961
231,Krause (Z),3,03/168,22.08.1961
232,Renner (KPD),3,03/168,22.08.1961
233,Renner (KPD),3,03/168,22.08.1961
234,Pohle (SPD),3,03/168,22.08.1961
235,Sabel (CDU),3,03/168,22.08.1961
236,Rademacher (FDP),3,03/168,22.08.1961
237,Renner (KPD),3,03/168,22.08.1961
238,Ewers (DP),3,03/168,22.08.1961
239,Euler (FDP),3,03/168,22.08.1961
240,Leibbrand (KPD),3,03/168,22.08.1961
241,Loritz (WAV),3,03/168,22.08.1961
242,Loritz (WAV),3,03/168,22.08.1961
243,Rische (KPD),3,03/168,22.08.1961
244,Rische (KPD),3,03/168,22.08.1961
245,Rische (KPD),3,03/168,22.08.1961
246,Rische (KPD),3,03/168,22.08.1961
247,Rische (KPD),3,03/168,22.08.1961
248,Schoettle (SPD),3,03/168,22.08.1961
249,Schuster (WAV),3,03/168,22.08.1961
250,Gundelach (KPD),3,03/168,22.08.1961
251,Loritz (WAV),3,03/168,22.08.1961
252,Mertins (SPD),3,03/168,22.08.1961
253,Harig (KPD),3,03/168,22.08.1961
254,Harig (KPD),3,03/168,22.08.1961
255,Sabel (CDU/CSU),3,03/168,22.08.1961
256,Nuding (KPD),3,03/168,22.08.1961
257,Stücklen (CSU),3,03/168,22.08.1961
258,Wönner (SPD),3,03/168,22.08.1961
259,Arnholz (SPD),3,03/168,22.08.1961
260,Euler (FDP),3,03/168,22.08.1961
261,Euler (FDP),3,03/168,22.08.1961
262,Nuding (KPD),3,03/168,22.08.1961
263,Nuding (KPD),3,03/168,22.08.1961
264,Löbe (SPD),3,03/168,22.08.1961
265,Euler (FDP),3,03/168,22.08.1961
266,Krause (Z),3,03/168,22.08.1961
267,Renner (KPD),3,03/168,22.08.1961
268,Matzner (SPD),3,03/168,22.08.1961
269,Loritz (WAV),3,03/168,22.08.1961
270,Frommhold (NR),3,03/168,22.08.1961
271,Ehren (CDU),3,03/168,22.08.1961
272,Krause (Z),3,03/168,22.08.1961
273,Renner (KPD),3,03/168,22.08.1961
274,Renner (KPD),3,03/168,22.08.1961
275,Renner (KPD),3,03/168,22.08.1961
276,Kahn (CSU),3,03/168,22.08.1961
277,Strauss (CSU),3,03/168,22.08.1961
278,Erler (SPD),3,03/168,22.08.1961
279,Nuding (KPD),3,03/168,22.08.1961
280,Nuding (KPD),3,03/168,22.08.1961
281,Löbe (SPD),3,03/168,22.08.1961
282,Euler (FDP),3,03/168,22.08.1961
283,Krause (Z),3,03/168,22.08.1961
284,Renner (KPD),3,03/168,22.08.1961
285,Matzner (SPD),3,03/168,22.08.1961
286,Loritz (WAV),3,03/168,22.08.1961
287,Frommhold (NR),3,03/168,22.08.1961
288,Ehren (CDU),3,03/168,22.08.1961
289,Krause (Z),3,03/168,22.08.1961
290,Renner (KPD),3,03/168,22.08.1961
291,Renner (KPD),3,03/168,22.08.1961
292,Renner (KPD),3,03/168,22.08.1961
293,Kahn (CSU),3,03/168,22.08.1961
294,Strauss (CSU),3,03/168,22.08.1961
295,Erler (SPD),3,03/168,22.08.1961
296,Renner (KPD),3,03/168,22.08.1961
297,Renner (KPD),3,03/168,22.08.1961
298,Renner (KPD),3,03/168,22.08.1961
299,Renner (KPD),3,03/168,22.08.1961
300,Renner (KPD),3,03/168,22.08.1961
301,Loritz (WAV),3,03/168,22.08.1961
302,Ewers (DP),3,03/168,22.08.1961
303,Ewers (DP),3,03/168,22.08.1961
304,Schoettle (SPD),3,03/168,22.08.1961
305,Leibbrand (KPD),3,03/168,22.08.1961
306,Arndgen (CDU),3,03/168,22.08.1961
307,Rische (KPD),3,03/168,22.08.1961
308,Rische (KPD),3,03/168,22.08.1961
309,Rümmele (CDU),3,03/168,22.08.1961
310,Seuffert (SPD),3,03/168,22.08.1961
311,Rümmele (CDU),3,03/168,22.08.1961
312,Renner (KPD),3,03/168,22.08.1961
313,Neumann (SPD),3,03/168,22.08.1961
314,Neumann (SPD),3,03/168,22.08.1961
315,Loritz (WAV),3,03/168,22.08.1961
316,Renner (KPD),3,03/168,22.08.1961
317,Loritz (WAV),3,03/168,22.08.1961
318,Erler (SPD),3,03/168,22.08.1961
319,Kiesinger (CDU/CSU),3,03/168,22.08.1961
320,Erler (SPD),3,03/168,22.08.1961
321,Rische (KPD),3,03/168,22.08.1961
322,Rische (KPD),3,03/168,22.08.1961
323,Rische (KPD),3,03/168,22.08.1961
324,Etzel (Duisburg) (CDU),3,03/168,22.08.1961
325,Rische (KPD),3,03/168,22.08.1961
326,Rische (KPD),3,03/168,22.08.1961
327,Schoettle (SPD),3,03/168,22.08.1961
328,Agatz (KPD),3,03/168,22.08.1961
329,Cramer (SPD),3,03/168,22.08.1961
330,Seuffert (SPD),3,03/168,22.08.1961
331,Seuffert (SPD),3,03/168,22.08.1961
332,Seuffert (SPD),3,03/168,22.08.1961
333,Arndgen (CDU),3,03/168,22.08.1961
334,Krause (Z),3,03/168,22.08.1961
335,Strauss (CSU),3,03/168,22.08.1961
336,Richter (Frankfurt) (SPD),3,03/168,22.08.1961
337,Lübke (CDU),3,03/168,22.08.1961
338,Rische (KPD),3,03/168,22.08.1961
339,Naegel (CDU),3,03/168,22.08.1961
340,Juncker (FDP),3,03/168,22.08.1961
341,Rische (KPD),3,03/168,22.08.1961
342,Lübke (CDU),3,03/168,22.08.1961
343,Sabel (CDU),3,03/168,22.08.1961
344,Ollenhauer (SPD),3,03/168,22.08.1961
345,Reimann (KPD),3,03/168,22.08.1961
346,Reimann (KPD),3,03/168,22.08.1961
347,Reimann (KPD),3,03/168,22.08.1961
348,Reimann (KPD),3,03/168,22.08.1961
349,Reimann (KPD),3,03/168,22.08.1961
350,Reimann (KPD),3,03/168,22.08.1961
351,Reimann (KPD),3,03/168,22.08.1961
352,Reimann (KPD),3,03/168,22.08.1961
353,Reimann (KPD),3,03/168,22.08.1961
354,Loritz (WAV),3,03/168,22.08.1961
355,Renner (KPD),3,03/168,22.08.1961
356,Pelster (CDU),3,03/168,22.08.1961
357,Euler (FDP),3,03/168,22.08.1961
358,Hoogen (CDU),3,03/168,22.08.1961
359,Leibbrand (KPD),3,03/168,22.08.1961
360,Brökelschen (CDU),3,03/168,22.08.1961
361,Klabunde (SPD),3,03/168,22.08.1961
362,Paul (KPD),3,03/168,22.08.1961
363,Loritz (WAV),3,03/168,22.08.1961
364,Gundelach (KPD),3,03/168,22.08.1961
365,Günther (CDU),3,03/168,22.08.1961
366,Mellies (SPD),3,03/168,22.08.1961
367,Rümmele (CDU),3,03/168,22.08.1961
368,Kahn (CSU),3,03/168,22.08.1961
369,Renner (KPD),3,03/168,22.08.1961
370,Bazille (SPD),3,03/168,22.08.1961
371,Arndgen (CDU),3,03/168,22.08.1961
372,Renner (KPD),3,03/168,22.08.1961
373,Renner (KPD),3,03/168,22.08.1961
374,Renner (KPD) Abgeordneter,3,03/168,22.08.1961
375,Bazille (SPD),3,03/168,22.08.1961
376,Renner (KPD),3,03/168,22.08.1961
377,Lübke (CDU),3,03/168,22.08.1961
378,Etzel (CDU),3,03/168,22.08.1961
379,Sabel (CDU),3,03/168,22.08.1961
380,Hoogen (CDU),3,03/168,22.08.1961
381,Hoogen (CDU),3,03/168,22.08.1961
382,Loritz (WAV),3,03/168,22.08.1961
383,Kemmer (CSU),3,03/168,22.08.1961
384,Loritz (WAV),3,03/168,22.08.1961
385,Loritz (WAV),3,03/168,22.08.1961
386,Loritz (WAV),3,03/168,22.08.1961
387,Gengler (CDU),3,03/168,22.08.1961
388,Gengler (CDU),3,03/168,22.08.1961
389,Gengler (CDU),3,03/168,22.08.1961
390,Kiesinger (CDU),3,03/168,22.08.1961
391,Renner (KPD),3,03/168,22.08.1961
392,Renner (KPD),3,03/168,22.08.1961
393,Ewers (DP),3,03/168,22.08.1961
394,Ewers (DP),3,03/168,22.08.1961
395,Eichler (SPD),3,03/168,22.08.1961
396,Höfler (CDU),3,03/168,22.08.1961
397,Renner (KPD),3,03/168,22.08.1961
398,Renner (KPD),3,03/168,22.08.1961
399,Renner (KPD),3,03/168,22.08.1961
400,Renner (KPD),3,03/168,22.08.1961
401,Renner (KPD),3,03/168,22.08.1961
402,Renner (KPD),3,03/168,22.08.1961
403,Mellies (SPD),3,03/168,22.08.1961
404,Rische (KPD),3,03/168,22.08.1961
405,Rische (KPD),3,03/168,22.08.1961
406,Neuburger (CDU),3,03/168,22.08.1961
407,Seuffert (SPD),3,03/168,22.08.1961
408,Ewers (DP),3,03/168,22.08.1961
409,Loritz (WAV),3,03/168,22.08.1961
410,Rische (KPD),3,03/168,22.08.1961
411,Morgenthaler (CDU),3,03/168,22.08.1961
412,Renner (KPD),3,03/168,22.08.1961
413,Loritz (WAV),3,03/168,22.08.1961
414,Loritz (WAV),3,03/168,22.08.1961
415,Vesper (KPD),3,03/168,22.08.1961
416,Wehner (SPD),3,03/168,22.08.1961
417,Rademacher (FDP),3,03/168,22.08.1961
418,Renner (KPD),3,03/168,22.08.1961
419,Lorits (WAV),3,03/168,22.08.1961
420,Ollenhauer (SPD),3,03/168,22.08.1961
421,Rische (KPD),3,03/168,22.08.1961
422,Ekstrand (SPD),3,03/168,22.08.1961
423,Ekstrand (SPD),3,03/168,22.08.1961
424,Hoogen (CDU),3,03/168,22.08.1961
425,Strauss (CSU),3,03/168,22.08.1961
426,Rische (KPD),3,03/168,22.08.1961
427,Bielig (SPD),3,03/168,22.08.1961
428,Goetzendorff (WAV),3,03/168,22.08.1961
429,Kuntscher (CDU),3,03/168,22.08.1961
430,Stegner (FDP),3,03/168,22.08.1961
431,Donhauser (BP),3,03/168,22.08.1961
432,Farke (DP),3,03/168,22.08.1961
433,Krause (Z),3,03/168,22.08.1961
434,Roth (SPD),3,03/168,22.08.1961
435,Loritz (WAV),3,03/168,22.08.1961
436,Loritz (WAV),3,03/168,22.08.1961
437,Loritz (WAV),3,03/168,22.08.1961
438,Loritz (WAV),3,03/168,22.08.1961
439,Loritz (WAV),3,03/168,22.08.1961
440,Loritz (WAV),3,03/168,22.08.1961
441,Renner (KPD) (zur Geschäftsordnung)	.,3,03/168,22.08.1961
442,Wagner (SPD),3,03/168,22.08.1961
443,Neumayer (FDP),3,03/168,22.08.1961
444,Loritz (WAV),3,03/168,22.08.1961
445,Leibbrand (KPD),3,03/168,22.08.1961
446,Leibbrand (KPD),3,03/168,22.08.1961
447,Gundelach (KPD),3,03/168,22.08.1961
448,Gundelach (KPD),3,03/168,22.08.1961
449,Arnholz (SPD),3,03/168,22.08.1961
450,Paschek (WAV),3,03/168,22.08.1961
451,Pannenbecker (Z),3,03/168,22.08.1961
452,Frommhold (NS),3,03/168,22.08.1961
453,Renner (KPD),3,03/168,22.08.1961
454,Renner (KPD),3,03/168,22.08.1961
455,Neumann (SPD),3,03/168,22.08.1961
456,Wackerzapp (CDU),3,03/168,22.08.1961
457,Stegner (FDP),3,03/168,22.08.1961
458,Bielig (SPD),3,03/168,22.08.1961
459,Rische (KPD),3,03/168,22.08.1961
460,Rische (KPD),3,03/168,22.08.1961
461,Farke (DP),3,03/168,22.08.1961
462,Gengler (CDU),3,03/168,22.08.1961
463,Gengler (CDU),3,03/168,22.08.1961
464,Bazille (SPD),3,03/168,22.08.1961
465,Mende (FDP),3,03/168,22.08.1961
466,Renner (KPD),3,03/168,22.08.1961
467,Renner (KPD),3,03/168,22.08.1961
468,Renner (KPD),3,03/168,22.08.1961
469,Löfflad (WAV),3,03/168,22.08.1961
470,Bazille (SPD),3,03/168,22.08.1961
471,Renner (KPD),3,03/168,22.08.1961
472,Renner (KPD),3,03/168,22.08.1961
473,Kiesinger (CDU),3,03/168,22.08.1961
474,Kiesinger (CDU),3,03/168,22.08.1961
475,Kiesinger (CDU),3,03/168,22.08.1961
476,Kiesinger (CDU),3,03/168,22.08.1961
477,Leibs (CSU),3,03/168,22.08.1961
478,Ewers (DP),3,03/168,22.08.1961
479,Rische (KPD),3,03/168,22.08.1961
480,Klabunde (SPD),3,03/168,22.08.1961
481,Loritz (WAV),3,03/168,22.08.1961
482,Loritz (WAV),3,03/168,22.08.1961
483,Loritz (WAV),3,03/168,22.08.1961
484,Loritz (WAV),3,03/168,22.08.1961
485,Loritz (WAV),3,03/168,22.08.1961
486,Paul (KPD),3,03/168,22.08.1961
487,Lübke (CDU/CSU),3,03/168,22.08.1961
488,Rische (KPD),3,03/168,22.08.1961
489,Kiesinger (CDU),3,03/168,22.08.1961
490,Eder (SPD),3,03/168,22.08.1961
491,Kiesinger (CDU),3,03/168,22.08.1961
492,Hennig (SPD),3,03/168,22.08.1961
493,Erler (SPD),3,03/168,22.08.1961
494,Leibbrand (KPD),3,03/168,22.08.1961
495,Leibbrand (KPD),3,03/168,22.08.1961
496,Raestrup (CDU),3,03/168,22.08.1961
497,Rische (KPD),3,03/168,22.08.1961
498,Freudenberg (FDP),3,03/168,22.08.1961
499,Goetzendorff (WAV),3,03/168,22.08.1961
500,Agatz (KPD),3,03/168,22.08.1961
501,Schmidt (WAV),3,03/168,22.08.1961
502,Kurlbaum (SPD),3,03/168,22.08.1961
503,Loritz (WAV),3,03/168,22.08.1961
504,Loritz (WAV),3,03/168,22.08.1961
505,Loritz (WAV),3,03/168,22.08.1961
506,Loritz (WAV) Antragsteller,3,03/168,22.08.1961
507,Margulies (FDP),3,03/168,22.08.1961
508,Aumer (BP),3,03/168,22.08.1961
509,Loritz (WAV),3,03/168,22.08.1961
510,Loritz (WAV),3,03/168,22.08.1961
511,Loritz (WAV),3,03/168,22.08.1961
512,Loritz (WAV),3,03/168,22.08.1961
513,Loritz (WAV),3,03/168,22.08.1961
514,Loritz (WAV),3,03/168,22.08.1961
515,Schoettle (SPD),3,03/168,22.08.1961
516,Etzel (CDU),3,03/168,22.08.1961
517,Rische (KPD),3,03/168,22.08.1961
518,Rische (KPD),3,03/168,22.08.1961
519,Aumer (BP),3,03/168,22.08.1961
520,Aumer (BP),3,03/168,22.08.1961
521,Loritz (WAV),3,03/168,22.08.1961
522,Bodensteiner (CSU),3,03/168,22.08.1961
523,Morgenthaler (CDU),3,03/168,22.08.1961
524,Loritz (WAV),3,03/168,22.08.1961
525,Renner (KPD),3,03/168,22.08.1961
526,Renner (KPD),3,03/168,22.08.1961
527,Farke (DP),3,03/168,22.08.1961
528,Höfler (CDU),3,03/168,22.08.1961
529,Farke (DP),3,03/168,22.08.1961
530,Renner (KPD),3,03/168,22.08.1961
531,Renner (KPD),3,03/168,22.08.1961
532,Renner (KPD),3,03/168,22.08.1961
533,Renner (KPD),3,03/168,22.08.1961
534,Renner (KPD),3,03/168,22.08.1961
535,Renner (KPD),3,03/168,22.08.1961
536,Pohle (SPD),3,03/168,22.08.1961
537,Lübke (CDU),3,03/168,22.08.1961
538,Brunner (SPD),3,03/168,22.08.1961
539,Rische (KPD),3,03/168,22.08.1961
540,Aumer (BP),3,03/168,22.08.1961
541,Löfflad (WAV),3,03/168,22.08.1961
542,Arndgen (CDU),3,03/168,22.08.1961
543,Richter (SPD),3,03/168,22.08.1961
544,Richter (SPD),3,03/168,22.08.1961
545,Richter (SPD),3,03/168,22.08.1961
546,Fischer (SPD),3,03/168,22.08.1961
547,Renner (KPD),3,03/168,22.08.1961
548,Tobaben (DP),3,03/168,22.08.1961
549,Wehner (SPD),3,03/168,22.08.1961
550,Höfler (CDU),3,03/168,22.08.1961
551,Krause (Z),3,03/168,22.08.1961
552,Kuntscher (CDU),3,03/168,22.08.1961
553,Tichi (WAV),3,03/168,22.08.1961
554,Tichi (WAV),3,03/168,22.08.1961
555,Tichi (WAV),3,03/168,22.08.1961
556,Tichi (WAV),3,03/168,22.08.1961
557,Tichi (WAV),3,03/168,22.08.1961
558,Donhauser (BP),3,03/168,22.08.1961
559,Paul (Württemberg). (SPD),3,03/168,22.08.1961
560,Strauss (CSU),3,03/168,22.08.1961
561,Clausen (SSW),3,03/168,22.08.1961
562,Lücke (CDU),3,03/168,22.08.1961
563,Renner (KPD),3,03/168,22.08.1961
564,Renner (KPD),3,03/168,22.08.1961
565,Renner (KPD),3,03/168,22.08.1961
566,Renner (KPD),3,03/168,22.08.1961
567,Renner (KPD),3,03/168,22.08.1961
568,Renner (KPD),3,03/168,22.08.1961
569,Agatz (KPD),3,03/168,22.08.1961
570,Meyer (Westfalen) (SPD),3,03/168,22.08.1961
571,Arndgen (CDU),3,03/168,22.08.1961
572,Bazille (SPD),3,03/168,22.08.1961
573,Renner (KPD),3,03/168,22.08.1961
574,Mende (FDP),3,03/168,22.08.1961
575,Krause (Z),3,03/168,22.08.1961
576,Bazille (SPD),3,03/168,22.08.1961
577,Bazille (SPD),3,03/168,22.08.1961
