RB_ID,KO_Name
2213,Dr. Alice Weidel [AfD]
2213,Dr. Matthias Zimmer [CDU/CSU]
2213,Post [Minden] [SPD]
2213,neten der SPD – Dr. Alice Weidel [AfD]
2213,Angelika Glöckner [SPD]
2213,mehr! – Florian Post [SPD]
2213,Hampel [AfD]
2213,Dürr [FDP]
2213,"Somalia, Eritrea! – Dr. Gottfried Curio [AfD]"
2213,Michael Grosse-Brömer [CDU/CSU]
2213,Evrim Sommer [DIE LINKE]
2213,lich“! – Niema Movassat [DIE LINKE]
2213,Enrico Komning [AfD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Houben [FDP]
2213,Buschmann [FDP]
2213,her? – Stefan Müller [Erlangen] [CDU/CSU]
2213,Nissen [SPD]
2213,Strack-Zimmermann [FDP]
2213,Nissen [SPD]
2213,Birkwald [DIE LINKE]
2213,DIE GRÜNEN – Dr. Joe Weingarten [SPD]
2213,Leier! – Ulli Nissen [SPD]
2213,Michael Grosse-Brömer [CDU/CSU]
2213,Ziegler [SPD]
2213,Grosse-Brömer [CDU/CSU]
2213,Brandenburg [Südpfalz] [FDP]
2213,GRÜNEN – Michael Gerdes [SPD]
2213,Michael Grosse-Brömer [CDU/CSU]
2213,Brömer [CDU/CSU]
2213,Strack-Zimmermann [FDP]
2213, Michael Theurer [FDP]
2213,Dr. Karamba Diaby [SPD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Dröge [BÜNDNIS 90/DIE GRÜNEN]
2213,Niema Movassat [DIE LINKE]
2213,nicht! – Christine Aschenberg-Dugnus [FDP]
2213,Jan Korte [DIE LINKE]
2213,Grosse-Brömer [CDU/CSU]
2213,Brandner [AfD]
2213,Dr. Daniela De Ridder [SPD]
2213,Grosse-Brömer [CDU/CSU]
2213,Jan Korte [DIE LINKE]
2213,Dr. Achim Kessler [DIE LINKE]
2213,Buschmann [FDP]
2213,Luczak [CDU/CSU]
2213,Dr. Karamba Diaby [SPD]
2213,Stephan Protschka [AfD]
2213,Grosse-Brömer [CDU/CSU]
2213,Niema Movassat [DIE LINKE]
2213,Dr. Roland Hartwig [AfD]
2213,Jan Korte [DIE LINKE]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Stephan Brandner [AfD]
2213, Dr. Karamba Diaby [SPD]
2213,der CDU/CSU – Otto Fricke [FDP]
2213,Kleinwächter [AfD]
2213,Dehm [DIE LINKE]
2213,und der SPD – Eckhardt Rehberg [CDU/CSU]
2213,Neumann [FDP]
2213,ler! – Dagmar Ziegler [SPD]
2213,Timon Gremmels [SPD]
2213, Dr. Gesine Lötzsch [DIE LINKE]
2213,Bystron [AfD]
2213,Buschmann [FDP]
2213,Enrico Komning [AfD]
2213,Matthias W. Birkwald [DIE LINKE]
2213,SPD – Michael Schrodi [SPD]
2213,neten der SPD – Dr. Marco Buschmann [FDP]
2213,neten der FDP – Marian Wendt [CDU/CSU]
2213,Sarrazin [BÜNDNIS 90/DIE GRÜNEN]
2213,berg] [SPD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Reinhard Houben [FDP]
2213, Jürgen Braun [AfD]
2213,KEN – Michael Grosse-Brömer [CDU/CSU]
2213,Künast [BÜNDNIS 90/DIE GRÜNEN]
2213,Röspel [SPD]
2213,CSU] – Carsten Schneider [Erfurt] [SPD]
2213,geben! – Hermann Gröhe [CDU/CSU]
2213,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2213,Nissen [SPD]
2213,Hartwig [AfD]
2213,Dr. Marco Buschmann [FDP]
2213,Werner [DIE LINKE]
2213,Boehringer [AfD] – Stephan Brandner [AfD]
2213,land! – Jan Korte [DIE LINKE]
2213, Martin Hess [AfD]
2213,Bartsch [DIE LINKE]
2213,Nissen [SPD]
2213,Moment! – Carsten Schneider [Erfurt] [SPD]
2213,Nissen [SPD]
2213,Ortleb [SPD]
2213,DIE GRÜNEN – Konstantin Kuhle [FDP]
2213,etwas rauszuhören! – Jan Korte [DIE LINKE]
2213,Grosse-Brömer [CDU/CSU]
2213,Clemens Hocker [FDP]
2213,Dr. Marco Buschmann [FDP]
2213,neten der SPD – Ralph Brinkhaus [CDU/CSU]
2213,Stephan Brandner [AfD]
2213,Dr. Alexander Gauland [AfD]
2213,Baehrens [SPD]
2213,stoff zu tun? – Dr. Christian Jung [FDP]
2213,Alexander Dobrindt [CDU/CSU]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Brinkhaus [CDU/CSU]
2213,Buschmann [FDP]
2213,neten der SPD – Stephan Brandner [AfD]
2213,Spaniel [AfD]
2213,Otto Fricke [FDP]
2213,Martin Reichardt [AfD]
2213,burg] [BÜNDNIS 90/DIE GRÜNEN]
2213,der SPD – Dr. Marco Buschmann [FDP]
2213,len! – Beatrix von Storch [AfD]
2213,Lemke [BÜNDNIS 90/DIE GRÜNEN]
2213,neten der SPD – Christian Dürr [FDP]
2213,Strasser [FDP]
2213,Paulus Hampel [AfD]
2213,berg] [SPD]
2213,Grosse-Brömer [CDU/CSU]
2213,Lambsdorff [FDP]
2213,Dobrindt [CDU/CSU]
2213,Kleinwächter [AfD]
2213,tig! – Heike Hänsel [DIE LINKE]
2213,Frömming [AfD]
2213,der CDU/CSU – Marianne Schieder [SPD]
2213,Hampel [AfD]
2213,Agnes Strack-Zimmermann [FDP]
