WP;NACHNAME;VORNAME;BERUF;ANREDE_TITEL;PRAEFIX;ADEL;PARTEI_KURZ;ORTSZUSATZ;GESCHLECHT;ID
15;Evers-Meyer;Karin;Journalistin, Autorin;;;;SPD;;weiblich;11003523
15;Eymer;Anke;Rektorin;;;;CDU/CSU;Lübeck;weiblich;11000509
15;Fahrenschon;Georg;Dipl.-Ökonom;;;;CDU/CSU;;männlich;11003524
15;Falk;Ilse;Familienmangerin, Stellv. Vorsitzende der CDU/CSU- Bundestagsfraktion;;;;CDU/CSU;;weiblich;11000513
15;Faße;Annette;Erzieherin;;;;SPD;;weiblich;11002650
15;Faust;Hans Georg;Arzt;Dr.;;;CDU/CSU;;männlich;11003114
15;Feibel;Albrecht;Reiseverkehrskaufmann;;;;CDU/CSU;;männlich;11003433
15;Fell;Hans-Josef;Gymnasiallehrer;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003115
15;Ferlemann;Enak;Geschäftsführer;;;;CDU/CSU;;männlich;11003525
15;Ferner;Elke;Programmiererin, Parl. Staatssekretärin;;;;SPD;;weiblich;11000535
15;Fischbach;Ingrid;Lehrerin, Parl. Staatssekretärin;;;;CDU/CSU;;weiblich;11003117
15;Fischer;Joseph;Staatsminister , Bundesminister des Auswärtigen;;;;BÜNDNIS 90/DIE GRÜNEN;Frankfurt;männlich;11000552
15;Fischer;Hartwig;Einzelhandelskaufmann;;;;CDU/CSU;Göttingen;männlich;11003526
15;Fischer;Dirk;Rechtsanwalt;;;;CDU/CSU;Hamburg;männlich;11000549
15;Fischer;Axel E.;Dipl.-Ingenieur, Elektroinstallateur;;;;CDU/CSU;Karlsruhe-Land;männlich;11003118
15;Flach;Ulrike;Dipl.-Übersetzerin;;;;FDP;;weiblich;11003119
15;Flachsbarth;Maria;Tierärztin, Parl. Staatssekretärin;Dr.;;;CDU/CSU;;weiblich;11003527
15;Flosbach;Klaus-Peter;Dipl.-Kaufmann,  Wirtschaftsberater;;;;CDU/CSU;;männlich;11003528
15;Fograscher;Gabriele;Erzieherin, Fachlehrerin;;;;SPD;;weiblich;11002653
15;Fornahl;Rainer;Dipl.-Geophysiker;;;;SPD;;männlich;11003120
15;Forster;Hans;Fernmeldebeamter;;;;SPD;;männlich;11003121
15;Frankenhauser;Herbert;Industriekaufmann;;;;CDU/CSU;;männlich;11000572
15;Frechen;Gabriele;Steuerberaterin;;;;SPD;;weiblich;11003529
15;Freitag;Dagmar;Lehrerin;;;;SPD;;weiblich;11002655
15;Fricke;Otto;Rechtsanwalt;;;;FDP;;männlich;11003530
15;Friedrich;Hans-Peter;Vizepräsident DBT , Rechtsanwalt;Dr.;;;CDU/CSU;Hof;männlich;11003124
15;Friedrich;Horst;Betriebswirt (VWA), Handelsvertreter;;;;FDP;;männlich;11000593
15;Friedrich;Horst;Betriebswirt (VWA), Handelsvertreter;;;;FDP;Bayreuth;männlich;11000593
15;Friedrich;Lilo;Hausfrau;;;;SPD;Mettmann;weiblich;11003123
15;Fritz;Erich G.;Lehrer;;;;CDU/CSU;;männlich;11000602
15;Fromme;Jochen-Konrad;Rechtsanwalt, Kreisdirektor;;;;CDU/CSU;;männlich;11003126
15;Fuchs;Michael;Unternehmer;Dr.;;;CDU/CSU;;männlich;11003531
15;Fuchtel;Hans-Joachim;Parl. Staatssekretär;;;;CDU/CSU;;männlich;11000616
15;Funke;Rainer;Rechtsanwalt, Parl. Staatssekretär;;;;FDP;;männlich;11000624
15;Gauweiler;Peter;Rechtsanwalt, Publizist, Staatsminister;Dr.;;;CDU/CSU;;männlich;11003532
15;Gehb;Jürgen;Rechtsanwalt, Bürgermeister;Dr.;;;CDU/CSU;;männlich;11003129
15;Geis;Norbert;Rechtsanwalt;;;;CDU/CSU;;männlich;11000651
15;Gerhardt;Wolfgang;Staatsminister;Dr.;;;FDP;;männlich;11002659
15;Gewalt;Roland;Jurist;;;;CDU/CSU;;männlich;11003533
15;Gienger;Eberhard;Kaufmann;;;;CDU/CSU;;männlich;11003534
15;Girisch;Georg;CSU-Bezirksgeschäftsführer;;;;CDU/CSU;;männlich;11003131
15;Gleicke;Iris;Bauingenieurin, Parl. Staatssekretärin;;;;SPD;;weiblich;11000687
15;Glos;Michael;Müllermeister, Bundesminister für Wirtschaft und Technologie;;;;CDU/CSU;;männlich;11000691
15;Gloser;Günter;Verwaltungsdirektor , Staatsminister für Europa;;;;SPD;;männlich;11002660
15;Göbel;Ralf;Jurist;;;;CDU/CSU;;männlich;11003535
15;Göhner;Reinhard;Rechtsanwalt, Hauptgeschäftsführer der Bundesvereinigung der Deutschen Arbeitgeberverbände;Dr.;;;CDU/CSU;;männlich;11000697
15;Goldmann;Hans-Michael;Tierarzt, Studiendirektor;;;;FDP;;männlich;11003133
15;Göllner;Uwe;Bezirksschornsteinfegermeister;;;;SPD;;männlich;11002943
15;Gönner;Tanja;Rechtsanwältin;;;;CDU/CSU;;weiblich;11003536
15;Göppel;Josef;Dipl.-Forstingenieur (FH);;;;CDU/CSU;;männlich;11003537
15;Göring-Eckardt;Katrin Dagmar;;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003132
15;Göring-Eckardt;Katrin;;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003132
15;Götz;Peter;Dipl.-Verwaltungswirt (FH), Bürgermeister;;;;CDU/CSU;;männlich;11000705
15;Götzer;Wolfgang;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11000707
15;Gradistanac;Renate;Gymnastiklehrerin;;;;SPD;;weiblich;11003134
15;Graf;Angelika;Pädagogische Mitarbeiterin, Programmiererin;;;;SPD;Rosenheim;weiblich;11002662
15;Granold;Ute;Rechtsanwältin;;;;CDU/CSU;;weiblich;11003538
15;Grasedieck;Dieter;Dipl.-Ingenieur, Oberstudiendirektor;;;;SPD;;männlich;11002663
15;Griefahn;Monika;Dipl.-Soziologin, Ministerin;;;;SPD;;weiblich;11003136
15;Griese;Kerstin;Historikerin, Parl. Staatssekretärin;;;;SPD;;weiblich;11003440
15;Grill;Kurt-Dieter;Ingenieur;;;;CDU/CSU;;männlich;11002665
15;Grindel;Reinhard;Fernsehjournalist;;;;CDU/CSU;;männlich;11003539
15;Gröhe;Hermann;Bundesminister , Rechtsanwalt;;;;CDU/CSU;;männlich;11002666
15;Groneberg;Gabriele;Fremdsprachensekretärin;;;;SPD;;weiblich;11003540
15;Grosse-Brömer;Michael;Rechtsanwalt und Notar;;;;CDU/CSU;;männlich;11003541
15;Großmann;Achim;Dipl.-Psychologe, Parl. Staatssekretär;;;;SPD;;männlich;11000735
15;Grotthaus;Wolfgang;Technischer Angestellter;;;;SPD;;männlich;11003137
15;Grübel;Markus;Notar;;;;CDU/CSU;;männlich;11003542
15;Grund;Manfred;Elektroingenieur;;;;CDU/CSU;;männlich;11002667
15;Günther;Joachim;Dipl.-Ingenieur, Parl. Staatssekretär;;;;FDP;Plauen;männlich;11000750
15;Guttenberg;Karl-Theodor;MdB;;zu;Frhr.;CDU/CSU;;männlich;11003543
15;Guttenberg;Karl-Theodor;MdB;Dr.;zu;Frhr.;CDU/CSU;;männlich;11003543
15;Guttenberg;Karl-Theodor;MdB;;zu;Frhr.;CDU/CSU;;männlich;11003543
15;Gutting;Olav;Rechtsanwalt, Fachanwalt für Erbrecht;;;;CDU/CSU;;männlich;11003544
15;Guttmacher;Karlheinz;Dipl.-Lehrer, Dipl.-Chemiker;Dr.;;;FDP;;männlich;11000754
15;Haack;Karl Hermann;Apotheker, Beauftragter d. Bundesregierung f. d. Belange behinderter Menschen;;;;SPD;Extertal;männlich;11000758
15;Hacker;Hans-Joachim;Dipl.-Jurist, (Wirtschaftsrecht);;;;SPD;;männlich;11000771
15;Hagedorn;Bettina;gelernte Goldschmiedin;;;;SPD;;weiblich;11003545
15;Hagemann;Klaus;Grund - u. Hauptschullehrer, Bürgermeister;;;;SPD;;männlich;11002668
15;Haibach;Holger;Angestellter;;;;CDU/CSU;;männlich;11003546
15;Hajduk;Anja;Dipl.-Psychologin, Senatorin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003547
15;Hanewinckel;Christel;Buchhändlerin, Pfarrerin, Parl. Staatssekretärin;;;;SPD;;weiblich;11000802
15;Happach-Kasan;Christel;Biologin;Dr.;;;FDP;;weiblich;11003669
15;Hartenbach;Alfred;Amtsgerichtsdirektor, Parl. Staatssekretär;;;;SPD;;männlich;11002669
15;Hartmann;Christoph;Dipl.-Kaufmann;;;;FDP;Homburg;männlich;11003548
15;Hartmann;Christoph;Dipl.-Kaufmann;;;;FDP;Homburg;männlich;11003548
15;Hartmann;Michael;Regierungsangestellter;;;;SPD;Wackernheim;männlich;11003549
15;Hartnagel;Anke;Sparkassenbetriebswirtin;;;;SPD;;weiblich;11003138
15;Hasselfeldt;Gerda;Vizepräsidentin DBT , Dipl.-Volkswirtin, Bundesministerin;;;;CDU/CSU;;weiblich;11000825
15;Hauer;Nina;Gymnasiallehrerin, Finanz - u. Anlagenberaterin;;;;SPD;;weiblich;11003139
15;Haupt;Klaus;Geschäftsführer;;;;FDP;;männlich;11003140
15;Hedrich;Klaus-Jürgen;Studienrat , Parl. Staatssekretär;;;;CDU/CSU;;männlich;11000840
15;Heiderich;Helmut;Dipl.-Volkswirt;;;;CDU/CSU;;männlich;11002946
15;Heil;Hubertus;Politikwissenschaftler, Bundesminister;;;;SPD;Peine;männlich;11003142
15;Heinen;Ursula;Dipl.-Volkswirtin, Parl. Staatssekretärin;;;;CDU/CSU;;weiblich;11003143
15;Heinen-Esser;Ursula;Dipl.-Volkswirtin, Parl. Staatssekretärin;;;;CDU/CSU;;weiblich;11003143
15;Heinrich;Ulrich;Landwirtschaftsmeister;;;;FDP;;männlich;11000851
15;Helias;Siegfried;Friseurmeister;;;;CDU/CSU;;männlich;11003144
15;Heller;Uda;Dipl.-Ingenieurin (FH) Lebensmittelkonservierer;;;;CDU/CSU;;weiblich;11003550
15;Hemker;Reinhold;Pfarrer, Lehrer;Dr.;;;SPD;;männlich;11002670
15;Hempelmann;Rolf;Oberstudiendirektor, Schulleiter;;;;SPD;;männlich;11002671
15;Hendricks;Barbara;Bundesministerin , Historikerin;Dr.;;;SPD;;weiblich;11002672
15;Hennrich;Michael;Rechtsanwalt;;;;CDU/CSU;;männlich;11003551
15;Hermann;Winfried;Fachbereichsleiter (VHS);;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003147
15;Hermenau;Antje;Verwaltungswirtin, Dipl.-Pädagogin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11002673
15;Herrmann;Jürgen;Polizeibeamter;;;;CDU/CSU;;männlich;11003552
15;Herzog;Gustav;Chemielaborant;;;;SPD;;männlich;11003148
15;Heß;Petra;Erzieherin;;;;SPD;;weiblich;11003553
15;Hettlich;Peter;Dipl.-Ingenieur für Agrarwissenschaften;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003554
15;Heubaum;Monika;Dipl.-Finanzwirtin, Arzthelferin;;;;SPD;;weiblich;11002674
15;Heynemann;Bernd;Dipl.-Betriebswirt;;;;CDU/CSU;;männlich;11003555
15;Hilbrecht;Gisela;Sonderschulpädagogin;;;;SPD;;weiblich;11002086
15;Hiller-Ohm;Gabriele;Redakteurin;;;;SPD;;weiblich;11003556
15;Hilsberg;Stephan;Informatiker, Parl. Staatssekretär;;;;SPD;;männlich;11000904
15;Hinsken;Ernst;Bäckermeister und Konditor, Parl. Staatssekretär;;;;CDU/CSU;;männlich;11000906
15;Hintze;Peter;Vizepräsident DBT , Evangelischer Theologe;;;;CDU/CSU;;männlich;11000907
15;Hochbaum;Robert;Dipl.-Verwaltungswirt;;;;CDU/CSU;;männlich;11003557
15;Hofbauer;Klaus;ehemaliger kommunaler Wirtschaftsreferent;;;;CDU/CSU;;männlich;11003149
15;Höfer;Gerd;Lehrer;;;;SPD;;männlich;11002679
15;Hoffmann;Jelena;Dipl.-Ingenieurin;;;;SPD;Chemnitz;weiblich;11002681
15;Hoffmann;Walter;Vorsitzender  DGB-Kreis Starkenburg;;;;SPD;Darmstadt;männlich;11003150
15;Hoffmann;Iris;Dipl.-Betriebswirtin (FH) Amtfrau;;;;SPD;Wismar;weiblich;11003151
15;Höfken;Ulrike;Dipl.-Agraringenieurin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11002680
15;Höfken-Deipenbrock;Ulrike;Dipl.-Agraringenieurin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11002680
15;Hofmann;Frank;Kriminaloberrat , Diplomvolkswirt;;;;SPD;Volkach;männlich;11002682
15;Hohmann;Martin;Bürgermeister , Volljurist;;;;AfD;;männlich;11003152
15;Hohmann;Martin;Bürgermeister , Volljurist;;;;AfD;;männlich;11003152
15;Homburger;Birgit;Dipl.-Verwaltungswissenschaftlerin;;;;FDP;;weiblich;11000952
15;Hoppe;Thilo;Diakon, Journalist;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003558
15;Hörster;Joachim;Rechtsanwalt;;;;CDU/CSU;;männlich;11000932
15;Hovermann;Eike;Lehrer;;;;SPD;;männlich;11002684
15;Hoyer;Werner;Staatsminister;Dr.;;;FDP;;männlich;11000967
15;Hübner;Klaas;Unternehmer;;;;SPD;;männlich;11003559
15;Humme;Christel;Lehrerin, Dipl.-Ökonomin;;;;SPD;;weiblich;11003155
15;Hüppe;Hubert;Dipl.-Verwaltungswirt;;;;CDU/CSU;;männlich;11000975
15;Hustedt;Michaele;Lehrerin, Ökologin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11002685
15;Ibrügger;Lothar;Dipl.-Ingenieur (TU), Stadt- und Regionalplaner, Parl Staatssekretär;;;;SPD;;männlich;11000989
15;Imhof;Barbara;Dipl.-Sozialpädagogin, Kreisgeschäftsführerin;;;;SPD;;weiblich;11002687
15;Irber;Brunhilde;Verwaltungsangestellte, Fremdsprachenkorrespondentin;;;;SPD;;weiblich;11002688
15;Jaffke;Susanne;Tierarzt,  Veterinärmediziner;;;;CDU/CSU;;weiblich;11001008
15;Jaffke-Witt;Susanne;Tierarzt,  Veterinärmediziner;;;;CDU/CSU;;weiblich;11001008
15;Jäger;Renate;Dipl.-Lehrerin;;;;SPD;;weiblich;11001003
15;Jahr;Peter;Dipl.-Landwirt;Dr.;;;CDU/CSU;;männlich;11003560
15;Janssen;Jann-Peter;Schiffbauer;;;;SPD;;männlich;11002691
15;Jonas;Klaus Werner;Verwaltungsfachangestellter;;;;SPD;;männlich;11003561
15;Jüttner;Egon;Universitätsprofessor;Dr.;;;CDU/CSU;;männlich;11001036
15;Kahrs;Johannes;Jurist;;;;SPD;;männlich;11003157
15;Kalb;Bartholomäus;Industriekaufmann, Landwirt;;;;CDU/CSU;;männlich;11001055
15;Kampeter;Steffen;Dipl.-Volkswirt, Parl. Staatssekretär;;;;CDU/CSU;;männlich;11001062
15;Karwatzki;Irmgard;Sozialarbeiterin (grad), Parl. Staatssekretärin;;;;CDU/CSU;;weiblich;11001068
15;Kasparick;Ulrich;Dipl.-Theologe, Musiker, Parl. Staatssekretär;;;;SPD;;männlich;11003158
15;Kaster;Bernhard;Bürgermeister;;;;CDU/CSU;;männlich;11003562
15;Kastner;Susanne;Vizepräsidentin DBT , Religionspädagogin;Dr. h. c.;;;SPD;;weiblich;11001069
15;Kauch;Michael;Dipl.-Volkswirt;;;;FDP;;männlich;11003698
15;Kauder;Volker;Jurist, Vors. der CDU/CSU-Fraktion;;;;CDU/CSU;;männlich;11001074
15;Kauder;Siegfried;Rechtsanwalt;;;;CDU/CSU;Bad Dürrheim;männlich;11003563
15;Kauder;Siegfried;Rechtsanwalt;;;;CDU/CSU;Villingen-Schw.;männlich;11003563
15;Kaupa;Gerlinde;Unternehmerin;;;;CDU/CSU;;weiblich;11003564
15;Kelber;Ulrich;Dipl.-Informatiker;;;;SPD;;männlich;11003450
15;Kemper;Hans-Peter;Kriminalbeamter;;;;SPD;;männlich;11001083
15;Kirschner;Klaus;Werkzeugmacher, Mechanikermeister;;;;SPD;;männlich;11001102
15;Klaeden;Eckart;Rechtsanwalt;;von;;CDU/CSU;;männlich;11002698
15;Klimke;Jürgen;Journalist;;;;CDU/CSU;;männlich;11003565
15;Klingbeil;Lars;Politikwissenschaftler;;;;SPD;;männlich;11003715
15;Klöckner;Julia;Theologin, Politologin, Chefredakteurin;;;;CDU/CSU;;weiblich;11003566
15;Klose;Hans-Ulrich;Vizepräsident DBT , Jurist;;;;SPD;;männlich;11001136
15;Klug;Astrid;Dipl.-Bibliothekarin, Parl. Staatssekretärin;;;;SPD;;weiblich;11003567
15;Kofler;Bärbel;Sprachwissenschaftlerin, Bankkauffrau, Dipl.-Informatikerin (FH);Dr.;;;SPD;;weiblich;11003710
15;Köhler;Kristina;Dipl.-Soziologin, Bundesministerin;Dr.;;;CDU/CSU;Wiesbaden;weiblich;11003569
15;Köhler;Heinz;Landrat;Dr.;;;SPD;Coburg;männlich;11003568
15;Kolb;Heinrich L.;Dipl.-Wirtschaftsingenieur, Parl. Staatssekretär;Dr.;;;FDP;;männlich;11001171
15;Kolbe;Manfred;Notar, Staatsminister;;;;CDU/CSU;;männlich;11001172
15;Kolbow;Walter;Verwaltungsjurist, Parl. Staatssekretär;;;;SPD;;männlich;11001175
15;Königshaus;Hellmut;Leitender Angestellter;;;;FDP;;männlich;11003709
15;Königshofen;Norbert;Studiendirektor , Diplom-Handelslehrer;;;;CDU/CSU;;männlich;11002703
15;Kopp;Gudrun;Dolmetscherin, Übersetzerin;;;;FDP;;weiblich;11003160
15;Koppelin;Jürgen;Rundfunk-Redakteur;Dr. h. c.;;;FDP;;männlich;11001180
15;Körper;Fritz Rudolf;Theologe;;;;SPD;;männlich;11001162
15;Kortmann;Karin;Dipl.-Sozialpädagogin (FH),  Parl. Staatssekretärin;;;;SPD;;weiblich;11003161
15;Koschyk;Hartmut;Geschäftsführer, PSts;;;;CDU/CSU;;männlich;11001186
15;Kossendey;Thomas;Jurist, RegDir.  Parl. Staatssekretär;;;;CDU/CSU;;männlich;11001188
15;Kramer;Rolf;Berufsschullehrer, Diplom-Ingenieur;;;;SPD;;männlich;11003570
15;Kramme;Anette;Rechtsanwältin und Fachanwältin für Arbeitsrecht, Parl. Staatssekretärin;;;;SPD;;weiblich;11003162
15;Kranz;Ernst;Dipl.-Ingenieur;;;;SPD;;männlich;11003571
15;Kraus;Rudolf;Baukaufmann, Parl. Staatssekretär;;;;CDU/CSU;;männlich;11001202
15;Kressl;Nicolette;Gewerbeschullehrerin, Parl. Staatssekretärin;;;;SPD;;weiblich;11002706
15;Kretschmer;Michael;Dipl.-Wirtschaftsingenieur (FH), Ministerpräsident;;;;CDU/CSU;;männlich;11003572
15;Krichbaum;Gunther;Wirtschaftsjurist;;;;CDU/CSU;;männlich;11003573
15;Krings;Günter;Jurist;Dr.;;;CDU/CSU;;männlich;11003574
15;Krogmann;Martina;Journalistin, Politikwissenschaftlerin;Dr.;;;CDU/CSU;;weiblich;11003163
15;Kröning;Volker;Rechtsanwalt;;;;SPD;;männlich;11002707
15;Krüger;Jutta;Rechtsanwältin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003712
15;Krüger;Hans-Ulrich;Staatssekretär im Ministerium für Inneres und Kommunales NRW a.D.;Dr.;;;SPD;;männlich;11003575
15;Krüger-Jacob;Jutta;Rechtsanwältin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003712
15;Krüger-Leißner;Angelika;Beigeordnete , Dezernentin;;;;SPD;;weiblich;11003164
15;Kubatschka;Horst;Chemieingenieur;;;;SPD;;männlich;11001234
15;Kubicki;Wolfgang;Vizepräsident DBT, Rechtsanwalt, Dipl.-Volkswirt;;;;FDP;;männlich;11001235
15;Küchler;Ernst;Dipl.-Politologe;;;;SPD;;männlich;11003165
15;Kues;Hermann;Dipl.-Volkswirt, Parl. Staatssekretär;Dr.;;;CDU/CSU;;männlich;11002709
15;Kuhn;Fritz;Sprachwissenschaftler, Stellvertretender Fraktionsvorsitzender;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003577
15;Kuhn;Werner;Dipl.-Ingenieur für Schiffstechnik;;;;CDU/CSU;;männlich;11002710
15;Kuhn;Werner;Dipl.-Ingenieur für Schiffstechnik;;;;CDU/CSU;Zingst;männlich;11002710
15;Kühn-Mengel;Helga;Diplom Psychologin;;;;SPD;;weiblich;11003010
15;Kumpf;Ute;Dipl.-Volkswirtin, Gewerkschaftssekretärin;;;;SPD;;weiblich;11003166
15;Künast;Renate;Rechtsanwältin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003576
15;Künstel-Wohlleben;Verena;Kaufm. Angestellte;;;;SPD;;weiblich;11002549
15;Kurth;Markus;Dipl. Politologe;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003578
15;Kurth;Undine;Diplom-Innenarchitektin;;;;BÜNDNIS 90/DIE GRÜNEN;Quedlinburg;weiblich;11003579
15;Küster;Uwe;Biochemiker, Immunologe;Dr.;;;SPD;;männlich;11001249
15;Lambrecht;Christine;Rechtsanwältin, Bundesministerin;;;;SPD;;weiblich;11003167
15;Lamers;Karl A.;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11002716
15;Lamers;Karl A.;Rechtsanwalt;Dr. Dr. h. c.;;;CDU/CSU;;männlich;11002716
15;Lamers;Karl A.;Rechtsanwalt;Dr.;;;CDU/CSU;Heidelberg;männlich;11002716
15;Lammert;Norbert;Präsident DBT , Vizepräsident DBT , Dipl.-Sozialwissenschaftler;Dr.;;;CDU/CSU;;männlich;11001274
15;Lamp;Helmut;Bauer;;;;CDU/CSU;;männlich;11001275
15;Lange;Christian;Jurist;;;;SPD;Backnang;männlich;11003168
15;Lanzinger;Barbara;Sozialpädagogin;;;;CDU/CSU;;weiblich;11003499
15;Laumann;Karl-Josef;Maschinenschlosser;;;;CDU/CSU;;männlich;11001294
15;Laurischk;Sibylle;Rechtsanwältin;;;;FDP;;weiblich;11003580
15;Lazar;Monika;Bäckerin, Betriebswirtin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003714
15;Lehder;Christine;Dipl.-Ingenieurin;;;;SPD;;weiblich;11003169
15;Lehn;Waltraud;Beigeordnete;;;;SPD;;weiblich;11002719
15;Leibrecht;Harald;Geschäftsführer;;;;FDP;;männlich;11003581
15;Lengsfeld;Vera;Dipl.-Philosophin;;;;CDU/CSU;;weiblich;11002721
15;Lenke;Ina;Steuerfachangestellte;;;;FDP;;weiblich;11003170
15;Lensing;Werner;Oberstudiendirektor;;;;CDU/CSU;;männlich;11002722
15;Leonhard;Elke;Publizistin;Dr.;;;SPD;;weiblich;11002723
15;Leonhard-Schmid;Elke;Publizistin;Dr.;;;SPD;;weiblich;11002723
15;Letzgus;Peter;Lehrer;;;;CDU/CSU;;männlich;11002724
15;Leutheusser-Schnarrenberger;Sabine;Rechtsanwältin, Ltd. Reg. Dir. , Bundesjustizministerin;;;;FDP;;weiblich;11001336
15;Lewering;Eckhart;Geschäftsführer;;;;SPD;;männlich;11003171
15;Lietz;Ursula;Medizinisch-technische Assistentin;;;;CDU/CSU;;weiblich;11003172
15;Link;Walter;Diakon und Sportlehrer;;;;CDU/CSU;Diepholz;männlich;11001348
15;Lintner;Eduard;Rechtsanwalt, Parl. Staatssekretär;;;;CDU/CSU;;männlich;11001351
15;Lippold;Klaus W.;Dipl.-Volkswirt;Dr.;;;CDU/CSU;;männlich;11001353
15;Lippold;Klaus W.;Dipl.-Volkswirt;Dr.;;;CDU/CSU;;männlich;11001353
15;Lippold;Klaus W.;Dipl.-Volkswirt;Dr.;;;CDU/CSU;Offenbach;männlich;11001353
15;Lips;Patricia;Handelsfachwirtin;;;;CDU/CSU;;weiblich;11003582
15;Lohmann;Götz-Peter;Dipl.-Psychologe, Dipl.-Sportlehrer;;;;SPD;;männlich;11003175
15;Lohmann;Götz-Peter;Dipl.-Psychologe, Dipl.-Sportlehrer;;;;SPD;Neubrandenburg;männlich;11003175
15;Löning;Markus;Selbstständig;;;;FDP;;männlich;11003583
15;Lösekrug-Möller;Gabriele;Dipl.-Sozialpädagogin, PSts;;;;SPD;;weiblich;11003482
15;Loske;Reinhard;Dipl.-Volkswirt, Politikwissenschaftler;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11003176
15;Lotz;Erika;Einzelhandelskauffrau;;;;SPD;;weiblich;11002726
15;Lötzsch;Gesine;Philologin;Dr.;;;DIE LINKE.;;weiblich;11003584
15;Lucyga;Christine;Fremdsprachenlehrerin, Literaturwissenschaftlerin;Dr.;;;SPD;;weiblich;11001381
15;Ludwig;Daniela;Juristin;;;;CDU/CSU;;weiblich;11003613
15;Lührmann;Anna;Politikwissenschaftlerin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11003585
15;Luther;Michael;Dipl.-Ingenieur;Dr.;;;CDU/CSU;;männlich;11001398
15;Mantel;Dorothee;Diplom-Politologin;;;;CDU/CSU;;weiblich;11003586
15;Manzewski;Dirk;Richter;;;;SPD;;männlich;11003177
15;Marhold;Tobias;Angestellter;;;;SPD;;männlich;11003189
15;Mark;Lothar;Bürgermeister , Studiendirektor;;;;SPD;;männlich;11003190
15;Marks;Caren;Dipl.-Geographin, Parl. Staatssekretärin;;;;SPD;;weiblich;11003587
15;Marschewski;Erwin;Städtischer Oberrechtsrat;;;;CDU/CSU;Recklinghausen;männlich;11001424
15;Matschie;Christoph;Mechaniker, Theologe, Landesminister;;;;SPD;;männlich;11001434
15;Mattheis;Hilde;Hauptschullehrerin;;;;SPD;;weiblich;11003588
15;Mayer;Stephan;Rechtsanwalt;;;;CDU/CSU;Altötting;männlich;11003589
15;Mayer;Conny;City-Managerin, M. A.;Dr.;;;CDU/CSU;Baiersbronn;weiblich;11003590
15;Mayer;Conny;City-Managerin, M. A.;Dr.;;;CDU/CSU;Freiburg;weiblich;11003590
15;Mayer;Martin;Dipl.-Agraringenieur;Dr.;;;CDU/CSU;Siegertsbrunn;männlich;11001448
15;Mayer-Bonde;Conny;City-Managerin, M. A.;Dr.;;;CDU/CSU;Freiburg;weiblich;11003590
15;Meckel;Markus;Pfarrer, Außenminister;;;;SPD;;männlich;11001451
15;Meckelburg;Wolfgang;Oberstudienrat;;;;CDU/CSU;;männlich;11001452
15;Mehl;Ulrike;Dipl.-Ingenieurin für Landespflege;;;;SPD;;weiblich;11001454
15;Meister;Michael;Diplom Mathematiker;Dr.;;;CDU/CSU;;männlich;11002733
15;Merkel;Angela;Bundeskanzlerin, Dipl.-Physikerin;Dr.;;;CDU/CSU;;weiblich;11001478
15;Merkel;Petra;Kaufmännische Angestellte;;;;SPD;Berlin;weiblich;11003591
15;Merten;Ulrike;Kauffrau und Drogistin;;;;SPD;;weiblich;11003192
15;Merten-Hamann;Ulrike;Kauffrau und Drogistin;;;;SPD;;weiblich;11003192
15;Mertens;Angelika;Buchhändlerin, Verwaltungsangestellte;;;;SPD;;weiblich;11002734
15;Merz;Friedrich;Rechtsanwalt;;;;CDU/CSU;;männlich;11002735
15;Meyer;Laurenz;Diplom-Volkswirt;;;;CDU/CSU;Hamm;männlich;11003592
15;Meyer;Doris;Müllermeisterin, Müllereitechnikerin;;;;CDU/CSU;Tapfheim;weiblich;11003593
15;Michalk;Maria;Ökonom;;;;CDU/CSU;;weiblich;11001501
15;Michelbach;Hans;Selbständiger Unternehmer, Bürgermeister;;;;CDU/CSU;;männlich;11002738
15;Michelbach;Hans;Selbständiger Unternehmer, Bürgermeister;Dr. h. c.;;;CDU/CSU;;männlich;11002738
15;Michelbach;Hans;Selbständiger Unternehmer, Bürgermeister;Dr. h. c. (Univ Kyiv);;;CDU/CSU;;männlich;11002738
