WP;NACHNAME;VORNAME;BERUF;ANREDE_TITEL;PRAEFIX;ADEL;PARTEI_KURZ;ORTSZUSATZ;GESCHLECHT;ID
8;Schulte;Manfred;Amtsoberrechtsrat;;;;SPD;Unna;männlich;11002101
8;Schulze;Waldemar;Sozialarbeiter, Sozialpädagoge;;;;SPD;Berlin;männlich;11002110
8;Schwabe;Wolfgang;Regierungsdirektor;;;;SPD;;männlich;11002119
8;Schwarz;Heinz;Staatsminister , Kaufmann;;;;CDU/CSU;;männlich;11002125
8;Schwarz-Schilling;Christian;Sinologe, Bundesminister;Dr.;;;CDU/CSU;;männlich;11002128
8;Schweitzer;Carl-Christoph;Professor;Prof. Dr.;;;SPD;;männlich;11002131
8;Schwencke;Olaf;Studienleiter;Dr.;;;SPD;;männlich;11002132
8;Schwencke;Olaf;Studienleiter;Dr.;;;SPD;Nienburg;männlich;11002132
8;Schwenk;Wolfgang;Stadtrechtsrat;Dr.;;;SPD;Stade;männlich;11002133
8;Schwörer;Hermann;Wirtschaftsjurist;Dr.;;;CDU/CSU;;männlich;11002136
8;Seefeld;Horst;Pressereferent;;;;SPD;;männlich;11002138
8;Seiters;Rudolf;Vizepräsident DBT , Jurist;Dr.;;;CDU/CSU;;männlich;11002156
8;Sick;Willi-Peter;Geschäftsführer;;;;CDU/CSU;;männlich;11002169
8;Sieglerschmidt;Hellmut;Senatsrat;;;;SPD;;männlich;11002171
8;Sieler;Wolfgang;Schlosser;;;;SPD;;männlich;11002173
8;Sieler;Wolfgang;Schlosser;;;;SPD;Amberg;männlich;11002173
8;Simonis;Heide;Dipl.-Volkswirtin;;;;SPD;;weiblich;11002178
8;Simpfendörfer;Hansmartin;Oberstudienrat;;;;SPD;;männlich;11002179
8;Sperling;Dietrich;Lehrer, Parl. Staatssekretär;Dr.;;;SPD;;männlich;11002196
8;Spies von Büllesheim;Adolf;Rechtsanwalt, Landwirt;Dr.;;Freiherr;CDU/CSU;;männlich;11002199
8;Spilker;Karl-Heinz;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11002200
8;Spillecke;Hermann;Rektor;;;;SPD;;männlich;11002201
8;Spitzmüller;Kurt;Hotelkaufmann;;;;FDP;;männlich;11002202
8;Spöri;Dieter;Dipl.-Volkswirt;Dr.;;;SPD;;männlich;11002203
8;Spranger;Carl-Dieter;Rechtsanwalt, Landgerichtsrat , Bundesminister;;;;CDU/CSU;;männlich;11002205
8;Sprung;Rudolf;Dipl.-Volkswirt;Dr.;;;CDU/CSU;;männlich;11002208
8;Stahl;Erwin;Bergingenieur, Parlamentarischer Staatsekretär;;;;SPD;Kempen;männlich;11002212
8;Stahlberg;Hermann;Leitender Angestellter;;;;CDU/CSU;;männlich;11002214
8;Stark;Anton;Rechtsanwalt;Dr.;;;CDU/CSU;Nürtingen;männlich;11002217
8;Stark;Anton;Rechtsanwalt;Dr.;;;CDU/CSU;Stuttgart;männlich;11002217
8;Starke;Heinz;Bundesminister;Dr.;;;CDU/CSU;;männlich;11002218
8;Starke;Heinz;Bundesminister;Dr.;;;CDU/CSU;Franken;männlich;11002218
8;Staudt;Reinhold;Stadtrat;Dr.;;;SPD;;männlich;11002221
8;Stauffenberg;Franz Ludwig Schenk;Rechtsanwalt;;von;Graf;CDU/CSU;;männlich;11002222
8;Stavenhagen;Lutz G.;Dipl.-Kaufmann, Staatsminister;Dr.;;;CDU/CSU;;männlich;11002223
8;Steger;Ulrich;Dipl.-Ökonom, Staatsminister;Dr.;;;SPD;;männlich;11002227
8;Steinhauer;Waltraud;Gewerkschaftssekretärin;;;;SPD;;weiblich;11002238
8;Stercken;Hans;Direktor i.e.R.;Dr.;;;CDU/CSU;;männlich;11002246
8;Stöckl;Wilhelm;Stadtschuldirektor;;;;SPD;;männlich;11002257
8;Stockleben;Adolf;Schlosser;;;;SPD;;männlich;11002255
8;Stommel;Wilhelm Peter;Dipl.-Volkswirt;;;;CDU/CSU;;männlich;11002261
8;Straßmeir;Günter;Bezirksstadtrat , Parl. Staatss. beim Bundeskanzler, Bev. der Bundesreg.;;;;CDU/CSU;;männlich;11002268
8;Strauß;Franz Josef;Ministerpräsident des Freistaates Bayern;Dr.;;;CDU/CSU;;männlich;11002270
8;Stücklen;Richard;Präsident DBT , Vizepräsident DBT , Ingenieur;;;;CDU/CSU;;männlich;11002281
8;Stutzer;Hans-Jürgen;Verwaltungsamtsrat;;;;CDU/CSU;;männlich;11002283
8;Sund;Olaf;Dipl.-Volkswirt, Leiter einer Heimvolksschule;;;;SPD;;männlich;11002291
8;Susset;Egon;Bürgermeister , Landwirt und Weingärtner;;;;CDU/CSU;;männlich;11002293
8;Sybertz;Manfred;Betriebsdirektor;;;;SPD;;männlich;11002294
8;Terra;Hans-Adolf;Regierungspräsident;;de;;CDU/CSU;;männlich;11002307
8;Thüsing;Klaus;Sozialwissenschaftler;;;;SPD;;männlich;11002322
8;Tillmann;Ferdinand;Dipl.-Kaufmann, Selbständiger Unternehmer;;;;CDU/CSU;;männlich;11002326
8;Timm;Helga;Bundestagsabgeordnete, Dozentin;Dr.;;;SPD;;weiblich;11002328
8;Todenhöfer;Jürgen;Richter;Dr.;;;CDU/CSU;;männlich;11002333
8;Tönjes;Albert;Technischer Bundesbahnamtmann;;;;SPD;;männlich;11002334
8;Topmann;Günter;Kriminaloberkommissar;;;;SPD;;männlich;11002337
8;Traupe;Brigitte;Lehrerin , Staatssekretärin;;;;SPD;;weiblich;11002099
8;Tübler;Irma;Regierungsangestellte;;;;CDU/CSU;;weiblich;11002347
8;Ueberhorst;Reinhard;Freiberuflicher Planer;;;;SPD;;männlich;11002349
8;Unland;Hermann Josef;Wirtschaftsjurist;Dr.;;;CDU/CSU;;männlich;11002357
8;Urbaniak;Hans-Eberhard;Gewerkschaftssekretär;;;;SPD;;männlich;11002360
8;Verhülsdonk;Roswitha;Hausfrau, Bildunsreferentin, Parl. Staatss. b. Bundesmin. f. Familie u. Senioren;;;;CDU/CSU;;weiblich;11002371
8;Vogel;Friedrich;Rechtsanwalt und Notar, Staatsminister;;;;CDU/CSU;;männlich;11002378
8;Vogel;Friedrich;Rechtsanwalt und Notar, Staatsminister;;;;CDU/CSU;Ennepetal;männlich;11002378
8;Vogel;Friedrich;Rechtsanwalt und Notar, Staatsminister;;;;CDU/CSU;Warendorf;männlich;11002378
8;Vogel;Hans-Jochen;Rechtsanwalt;Dr.;;;SPD;;männlich;11002379
8;Vogel;Hans-Jochen;Rechtsanwalt;Dr.;;;SPD;München;männlich;11002379
8;Vogelsang;Kurt;Werkzeugmacher;;;;SPD;;männlich;11002381
8;Vogt;Wolfgang;Redakteur;;;;CDU/CSU;Düren;männlich;11002384
8;Vohrer;Manfred;Dipl.-Volkswirt, Bergbauer;Dr.;;;FDP;;männlich;11002385
8;Voigt;Ekkehard;Oberstleutnant;;;;CDU/CSU;Sonthofen;männlich;11002386
8;Voigt;Karsten D.;Volkshochschuldirektor;;;;SPD;Frankfurt;männlich;11002388
8;Volmer;Günter;Dipl.-Ingenieur;;;;CDU/CSU;;männlich;11002392
8;von Schoeler;Andreas;Rechtsanwalt, Oberbürgermeister;;;;FDP;;männlich;11002055
8;Vosen;Josef;Dipl.-Ingenieur, Volkswirt;;;;SPD;;männlich;11002395
8;Voss;Friedrich;Steuerberater, Parl. Staatssekretär beim Bundesminister der Finanzen;Dr.;;;CDU/CSU;;männlich;11002396
8;Waffenschmidt;Horst;Stadtdirektor;Dr.;;;CDU/CSU;;männlich;11002403
8;Waigel;Theodor;Jurist;Dr.;;;CDU/CSU;;männlich;11002412
8;Walkhoff;Karl-Heinz;Oberstudienrat;;;;SPD;;männlich;11002414
8;Wallmann;Walter;Landgerichtsrat, Bundesminister für Umwelt, Naturschutz u. Reaktorsicherheit;Dr.;;;CDU/CSU;;männlich;11002415
8;Waltemathe;Ernst;Oberregierungsrat;;;;SPD;;männlich;11002419
8;Walther;Rudi;Bürgermeister;;;;SPD;;männlich;11002424
8;Walther;Rudi;Bürgermeister;;;;SPD;Zierenberg;männlich;11002424
8;Walz;Hanna;Hausfrau;Dr.;;;CDU/CSU;;weiblich;11002425
8;Warnke;Jürgen;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11002428
8;Wartenberg;Ludolf-Georg;Dipl.-Volkswirt;Dr.;von;;CDU/CSU;;männlich;11002431
8;Wawrzik;Kurt;Former;;;;CDU/CSU;;männlich;11002433
8;Weber;Karl;Oberpostrat;;;;CDU/CSU;Heidelberg;männlich;11002438
8;Weber;Hubert;Rechtsanwalt;Dr.;;;SPD;Köln;männlich;11002436
8;Wehner;Herbert;Redakteur;;;;SPD;;männlich;11002444
8;Weiskirch;Willi;Journalist;;;;CDU/CSU;Olpe;männlich;11002459
8;Weisskirchen;Gert;Fachhochschulprofessor;;;;SPD;Wiesloch;männlich;11002465
8;Weizsäcker;Richard;Rechtsanwalt, Vizepräsident DBT;Dr.;von;;CDU/CSU;;männlich;11002466
8;Wendig;Friedrich;Regierungsvizepräsident;Dr.;;;FDP;;männlich;11002477
8;Wendt;Martin;Technischer Bundesbahnoberinspektor;;;;SPD;;männlich;11002478
8;Werner;Herbert;Oberstudienrat;;;;CDU/CSU;;männlich;11002484
8;Werner;Herbert;Oberstudienrat;;;;CDU/CSU;Ulm;männlich;11002484
8;Wernitz;Axel;Akademischer Rat;Dr.;;;SPD;;männlich;11002486
8;Westphal;Heinz;Vizepräsident DBT , Flugmotorenschlosser, Bundesminister;;;;SPD;;männlich;11002489
8;Wex;Helga;Hausfrau;Dr.;;;CDU/CSU;;weiblich;11002495
8;Wiefel;Bruno;Geschäftsführendes Vorstandsmitglied;;;;SPD;;männlich;11002505
8;Wilhelm;Werner;Stadtoberinspektor;;;;SPD;;männlich;11002511
8;Will-Feld;Waltrud;Selbständige Steuerberaterin;;;;CDU/CSU;;weiblich;11002515
8;Wilms;Dorothee;Dipl.-Volkswirtin;Dr.;;;CDU/CSU;;weiblich;11002518
8;Wimmer;Willy;Rechtsanwalt, Parl. Staatssekretär;;;;CDU/CSU;Mönchengladbach;männlich;11002524
8;Wimmer;Willy;Rechtsanwalt, Parl. Staatssekretär;;;;CDU/CSU;Neuss;männlich;11002524
8;Wimmer;Hermann;Maschinenschlosser;;;;SPD;Neuötting;männlich;11002522
8;Windelen;Heinrich;Vizepräsident DBT , Bundesminister , Kaufmann;;;;CDU/CSU;;männlich;11002525
8;Wischnewski;Hans-Jürgen;Bundesminister , Staatsminister;;;;SPD;;männlich;11002531
8;Wisniewski;Roswitha;ordentlicher Universitätsprofessor;Prof. Dr.;;;CDU/CSU;;weiblich;11002532
8;Wissebach;Hans;Rechtsanwalt;;;;CDU/CSU;;männlich;11002533
8;Wissmann;Matthias;Rechtsanwalt, Bundesminister für Verkehr;;;;CDU/CSU;;männlich;11002534
8;With;Hans;Rechtsanwalt;Dr.;de;;SPD;;männlich;11002536
8;Wittmann;Fritz;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11002540
8;Wittmann;Fritz;Rechtsanwalt;Dr.;;;CDU/CSU;München;männlich;11002540
8;Wittmann;Otto;Bundesbahnbetriebsinspektor;;;;SPD;;männlich;11002542
8;Wittmann;Otto;Bundesbahnbetriebsinspektor;;;;SPD;Straubing;männlich;11002542
8;Wohlrabe;Jürgen;Kaufmann;;;;CDU/CSU;;männlich;11002550
8;Wolfgramm;Torsten;Geschäftsführer, Parl. Staatssekretär;;;;FDP;Göttingen;männlich;11002557
8;Wolfram;Erich;Geschäftsführer;;;;SPD;;männlich;11002558
8;Wolfram;Erich;Geschäftsführer;;;;SPD;Recklinghausen;männlich;11002558
8;Wörner;Manfred;Rechtsanwalt, Bundesminister;Dr.;;;CDU/CSU;;männlich;11002547
8;Wrangel;Olaf;Journalist;;von;Baron;CDU/CSU;;männlich;11002565
8;Wrede;Lothar;Geschäftsführer, Parl. Staatssekretär;;;;SPD;;männlich;11002566
8;Wulff;Otto;Professor, Angestellter;Dr.;;;CDU/CSU;;männlich;11002574
8;Wurbs;Richard;Vizepräsident DBT , Bauunternehmer;;;;FDP;;männlich;11002576
8;Würtz;Peter;Maschinenschlosser;;;;SPD;;männlich;11002571
8;Würzbach;Peter Kurt;Oberstleutnant , Dipl.-Pädagoge;;;;CDU/CSU;;männlich;11002572
8;Wüster;Kurt;Betriebsinspektor;;;;SPD;;männlich;11002573
8;Wuttke;Günther;Technischer Angestellter;;;;SPD;;männlich;11002578
8;Wuwer;Johann;Dipl.-Volkswirt;;;;SPD;;männlich;11002579
8;Zander;Karl Fred;Kraftfahrzeughandwerker;;;;SPD;;männlich;11002581
8;Zebisch;Franz Josef;Gesamtbetriebsratvorsitzender;;;;SPD;;männlich;11002584
8;Zeitel;Gerhard;Professor;Dr.;;;CDU/CSU;;männlich;11002585
8;Zeitler;Werner;Geschäftsführer;;;;SPD;;männlich;11002587
8;Zeyer;Werner;Landrat;;;;CDU/CSU;;männlich;11002590
8;Ziegler;Erich;Regierungsangestellter;;;;CDU/CSU;;männlich;11002591
8;Zimmermann;Friedrich;Rechtsanwalt, Bundesminister für Verkehr;Dr.;;;CDU/CSU;;männlich;11002597
8;Zimmermann;Friedrich;Rechtsanwalt, Bundesminister für Verkehr;Dr.;;;CDU/CSU;München;männlich;11002597
8;Zink;Otto;Werkzeugmacher;;;;CDU/CSU;;männlich;11002600
8;Zumpfort;Wolf-Dieter;Bankangestellter;Dr.;;;FDP;;männlich;11002609
8;Zywietz;Werner;Dipl.-Kaufmann;;;;FDP;;männlich;11002612
9;Abelein;Manfred;Rechtsanwalt, Wirtschaftsprüfer, Universitätsprofessor;Dr.;;;CDU/CSU;;männlich;11000001
9;Adam-Schwaetzer;Irmgard;Apothekerin;Dr.;;;FDP;;weiblich;11002120
9;Aerssen;Jochen;Rechtsanwalt, Diplom-Volkswirt;Dr.;van;;CDU/CSU;;männlich;11000012
9;Ahrens;Karl;Ministerialdirigent;Dr.;;;SPD;;männlich;11000017
9;Althammer;Walter;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11000028
9;Amling;Max;Installateur;;;;SPD;;männlich;11000034
9;Amrehn;Franz;Rechtsanwalt und Notar;;;;CDU/CSU;;männlich;11000035
9;Antretter;Robert;Landesgeschäftsführer;;;;SPD;;männlich;11000042
9;Apel;Hans;Bundesminister;Dr.;;;SPD;;männlich;11000043
9;Arnold;Gottfried;Rechtsanwalt;Dr.;;;CDU/CSU;;männlich;11000051
9;Assmann;Heinz;Bezirksleiter, Gewerkschaftssekretär;;;;SPD;;männlich;11000056
9;Auch;Dieter;Werkzeugmacher, Geschäftsführer;;;;SPD;;männlich;11000058
9;Austermann;Dietrich;Rechtsanwalt, Stadtdirektor , LM;;;;CDU/CSU;;männlich;11000066
9;Baack;Herbert;Oberwerkmeister;;;;SPD;;männlich;11000067
9;Bahner;Dietrich;Dipl.-Kaufmann, mittelständiger Unternehmer;;;;CDU/CSU;;männlich;11000079
9;Bahr;Egon;Abgeordneter, Bundesminister;Prof.;;;SPD;;männlich;11000080
9;Bamberg;Georg;Bundesbahnamtmann;;;;SPD;;männlich;11000088
9;Bardens;Hans;Facharzt für innere Medizin;Dr.;;;SPD;;männlich;11000094
9;Barzel;Rainer;Präsident DBT a.D.;Dr.;;;CDU/CSU;;männlich;11000102
9;Baum;Gerhart Rudolf;Rechtsanwalt, Bundesminister;;;;FDP;;männlich;11000111
9;Bayha;Richard;Landwirt;;;;CDU/CSU;;männlich;11000120
9;Becker;Karl;Internist;Dr.;;;CDU/CSU;Frankfurt;männlich;11000129
9;Becker;Helmuth;Dipl.-Ingenieur;;;;SPD;Nienberge;männlich;11000127
9;Beckmann;Klaus;Rechtsanwalt, Parl. Staatssekretär;;;;FDP;;männlich;11000133
9;Benedix;Ursula;Oberstudienrätin , Diplomhandelslehrerin;;;;CDU/CSU;;weiblich;11000141
9;Benedix-Engler;Ursula;Oberstudienrätin , Diplomhandelslehrerin;;;;CDU/CSU;;weiblich;11000141
9;Berger;Lieselotte;Redakteurin, Parl. Staatss. b. Bundeskanzler, Bevollmächtigte d. Bundesregierung;;;;CDU/CSU;;weiblich;11000149
9;Berger;Markus;Oberstleutnant;;;;CDU/CSU;;männlich;11000150
9;Berger;Lieselotte;Redakteurin, Parl. Staatss. b. Bundeskanzler, Bevollmächtigte d. Bundesregierung;;;;CDU/CSU;Berlin;weiblich;11000149
9;Berger;Markus;Oberstleutnant;;;;CDU/CSU;Lahnstein;männlich;11000150
9;Bergerowski;Wolfram;Richter;;;;FDP;;männlich;11000153
9;Bernrath;Hans Gottfried;Ministerialdirektor;;;;SPD;;männlich;11000161
9;Berschkeit;Erich;Prokurist;;;;SPD;;männlich;11000163
9;Biehle;Alfred;Redakteur, Wehrbeauftragter des Deutschen Bundestages;;;;CDU/CSU;;männlich;11000176
9;Biermann;Günter;Industriekaufmann;;;;SPD;;männlich;11000180
9;Bindig;Rudolf;Dipl.-Kaufmann;;;;SPD;;männlich;11000181
9;Blüm;Norbert;Werkzeugmacher;Dr.;;;CDU/CSU;;männlich;11000204
9;Blunck;Lieselott;Erzieherin;;;;SPD;;weiblich;11000207
9;Blunck;Lieselott;Erzieherin;;;;SPD;Uetersen;weiblich;11000207
9;Bohl;Friedrich;Generalbevollmächtigter;;;;CDU/CSU;;männlich;11000230
9;Böhm;Wilfried;Dipl.-Volkswirt;;;;CDU/CSU;Melsungen;männlich;11000218
9;Böhme;Rolf;Rechtsanwalt;Dr.;;;SPD;Freiburg;männlich;11000221
9;Borchert;Jochen;Landwirt, Bundesminister;;;;CDU/CSU;;männlich;11000233
9;Börnsen;Arne;Schiffbau-Dipl.-Ing.;;;;SPD;Ritterhude;männlich;11000226
9;Boroffka;Peter;Wissenschaftlicher Redakteur;;;;CDU/CSU;;männlich;11000236
9;Bötsch;Wolfgang;Oberregierungsrat  Bundesminister a.D.;Dr.;;;CDU/CSU;;männlich;11000228
9;Brandt;Willy;Journalist, Ehrenvorsitzender der SPD;;;;SPD;;männlich;11000246
9;Brandt;Willy;Journalist, Ehrenvorsitzender der SPD;;;;SPD;Berlin;männlich;11000246
9;Brandt;Hugo;Lehrer;;;;SPD;Grolsheim;männlich;11000245
9;Braun;Gerhard;Kaufmann;;;;CDU/CSU;;männlich;11000251
9;Braun-Stützer;Carola;Angestellte;;von;;FDP;;weiblich;11000253
9;Bredehorn;Günther;Landwirt;;;;FDP;;männlich;11000256
9;Breuer;Paul;Pädagoge, Lehrer;;;;CDU/CSU;;männlich;11000265
9;Broll;Werner;Oberstudienrat;;;;CDU/CSU;;männlich;11000271
9;Brück;Alwin;Redakteur, Parl. Staatssekretär;;;;SPD;;männlich;11000276
9;Brück;Alwin;Redakteur, Parl. Staatssekretär;;;;SPD;Holz;männlich;11000276
9;Brunner;Josef Adalbert;Landwirt;;;;CDU/CSU;;männlich;11000282
9;Brunner;Guido;EG-Kommissar;Dr.;;;FDP;;männlich;11000281
9;Brunnstein;Klaus;Professor;Dr.;;;FDP;;männlich;11000285
9;Büchler;Hans;Ingenieur für Landbau;;;;SPD;Ebersbach;männlich;11000294
9;Büchler;Hans;Ingenieur für Landbau;;;;SPD;Hof;männlich;11000294
9;Büchner;Peter;Lehrer;;;;SPD;Speyer;männlich;11000295
9;Bugl;Josef;Physikochemiker;Prof. Dr.;;;CDU/CSU;;männlich;11000304
9;Bühler;Klaus;Referent für pol. Bildung;;;;CDU/CSU;Bruchsal;männlich;11000297
9;Bühling;Reinhard;Jurist;;;;SPD;;männlich;11000298
9;Bülow;Andreas;Rechtanwalt, Bundesminister;Dr.;von;;SPD;;männlich;11000299
9;Burger;Albert;Verwaltungsoberinspektor;;;;CDU/CSU;;männlich;11000310
9;Buschbom;Helmut;Richter i. R.;;;;CDU/CSU;;männlich;11000314
9;Buschfort;Hermann;Feinmechaniker, Parl. Staatssekretär;;;;SPD;;männlich;11000315
9;Carstens;Manfred;Sparkassenbetriebswirt, Parl. Staatssekretär;;;;CDU/CSU;Emstek;männlich;11000322
9;Catenhusen;Wolf-Michael;Parl. Staatssekretär im BMBF, Studienrat;;;;SPD;;männlich;11000326
9;Clemens;Joachim;Rechtsanwalt und Notar;;;;CDU/CSU;;männlich;11000330
9;Collet;Hugo;DGB-Geschäftsführer, Bundestagsabgeordneter;;;;SPD;;männlich;11000331
9;Conrad;Franz Josef;Schlosser;;;;CDU/CSU;Riegelsberg;männlich;11000332
9;Conradi;Peter;Architekt;;;;SPD;;männlich;11000335
9;Coppik;Manfred;Rechtsanwalt;;;;SPD;;männlich;11000337
9;Coppik;Manfred;Rechtsanwalt;;;;SPD;;männlich;11000337
9;Corterier;Peter;Staatsminister;Dr.;;;SPD;;männlich;11000339
9;Cronenberg;Dieter-Julius;Vizepräsident DBT , Mittelständischer Unternehmer;;;;FDP;;männlich;11000342
9;Cronenberg;Dieter-Julius;Vizepräsident DBT , Mittelständischer Unternehmer;;;;FDP;Arnsberg;männlich;11000342
9;Curdt;Lothar;Schriftsetzer;;;;SPD;;männlich;11000343
9;Czaja;Herbert;Oberstudienrat i. R.;Dr.;;;CDU/CSU;;männlich;11000344
9;Dallmeyer;Harm;Major;;;;CDU/CSU;;männlich;11000350
9;Daubertshäuser;Klaus;Oberregierungsrat , Industriekaufmann;;;;SPD;;männlich;11000359
9;Däubler-Gmelin;Herta;Dr. jur., Rechtsanwältin, Hon. Prof., Bundesministerin a.D.;Dr.;;;SPD;;weiblich;11000347
9;Daweke;Klaus;Dipl.-Handelslehrer;;;;CDU/CSU;;männlich;11000361
9;Deres;Karl;Studiendirektor;;;;CDU/CSU;;männlich;11000374
9;Diederich;Nils;Diplom-Volkswirt, Universitätsprofessor;Dr.;;;SPD;;männlich;11000382
9;Diederich;Nils;Diplom-Volkswirt, Universitätsprofessor;Dr.;;;SPD;Berlin;männlich;11000382
9;Diepgen;Eberhard;Rechtsanwalt, Regierender Bürgermeister;;;;CDU/CSU;;männlich;11000389
9;Dohnanyi;Klaus;Jurist, Bundesminister;Dr.;von;;SPD;;männlich;11000401
9;Dolata;Werner;Zahnarzt;;;;CDU/CSU;;männlich;11000402
9;Dollinger;Werner;Diplom Kaufmann, Bundesminister;Dr.;;;CDU/CSU;;männlich;11000403
9;Dörflinger;Werner;Bürgermeister;;;;CDU/CSU;;männlich;11000397
9;Doss;Hansjürgen;Architekt BDA;Dr.;;;CDU/CSU;;männlich;11000411
9;Dregger;Alfred;Oberbürgermeister;Dr.;;;CDU/CSU;;männlich;11000418
9;Dreßler;Rudolf;Schriftsetzer, Parl. Staatssekretär;;;;SPD;;männlich;11000420
9;Dübber;Ulrich;Journalist;Dr.;;;SPD;;männlich;11000423
9;Duve;Freimut;Publizist;;;;SPD;;männlich;11000425
9;Echternach;Jürgen;Parl. Staatssekretär;;;;CDU/CSU;;männlich;11000429
9;Egert;Jürgen;"Beamter (Amtsrat); persönl. Referent";;;;SPD;;männlich;11000437
9;Ehmke;Horst;Professor für öffentliches Recht, BM;Dr.;;;SPD;;männlich;11000440
9;Ehmke;Horst;Professor für öffentliches Recht, BM;Prof. Dr.;;;SPD;Bonn;männlich;11000440
9;Ehrenberg;Herbert;Dipl.-Volkswirt, BM;Dr.;;;SPD;;männlich;11000445
9;Eickmeyer;Karl-Arnold;Rektor i. R.;;;;SPD;;männlich;11000453
9;Eigen;Karl;Landwirtschaftsmeister;;;;CDU/CSU;;männlich;11000455
9;Eimer;Norbert;Ingenieur (grad.);;;;FDP;Fürth;männlich;11000458
9;Emmerlich;Alfred;Rechtsanwalt, Richter;Dr.;;;SPD;;männlich;11000468
9;Enders;Wendelin;Oberstudienrat;Dr.;;;SPD;;männlich;11000469
9;Engel;Eva Sibylle;Hausfrau;Dr.;;;FDP;;weiblich;11000470
9;Engelhard;Hans A.;Rechtsanwalt, Bundesminister;;;;FDP;;männlich;11000472
9;Engelsberger;Matthias;Dipl.-Ingenieur, Betriebsinhaber;;;;CDU/CSU;;männlich;11000475
9;Engholm;Björn;Schriftsetzer, Diplompolitologe, Bundesmin.;;;;SPD;;männlich;11000476
9;Erhard;Benno;Rechtsanwalt u. Notar, Parl. Staats. b. Bundesmin. der Juztiz;;;;CDU/CSU;Bad Schwalbach;männlich;11000485
9;Erler;Brigitte;Angestellte;;;;SPD;;weiblich;11000487
9;Ertl;Josef;Oberlandwirtschaftsrat , Bundesminister;;;;FDP;;männlich;11000493
9;Esters;Helmut;Wissenschaftlicher Assistent;;;;SPD;;männlich;11000496
9;Ewen;Carl;Rektor;;;;SPD;;männlich;11000504
9;Eymer;Ekkehart;Rechtsanwalt;;;;CDU/CSU;Lübeck;männlich;11000510
9;Faltlhauser;Kurt;Diplom-Volkswirt, Prof., Parl. Staatssekretär;Dr.;;;CDU/CSU;;männlich;11000517
9;Feile;Peter;Verwaltungsamtsrat;;;;SPD;;männlich;11000525
9;Feinendegen;Wolfgang;Rechtsanwalt;;;;CDU/CSU;;männlich;11000526
9;Feldmann;Olaf;Jurist, Geschäftsführer;Dr.;;;FDP;;männlich;11000530
9;Fellner;Hermann;Rechtsanwalt;;;;CDU/CSU;;männlich;11000534
9;Fiebig;Udo;Pfarrer;;;;SPD;;männlich;11000539
9;Fischer;Dirk;Rechtsanwalt;;;;CDU/CSU;Hamburg;männlich;11000549
9;Fischer;Leni;Konrektorin , Hausfrau;;;;CDU/CSU;Unna;weiblich;11000553
9;Fischer;Lothar;Diplom Mathematiker;;;;SPD;Homburg;männlich;11000554
9;Fischer;Gernot;Ministerialrat;;;;SPD;Osthofen;männlich;11000551
9;Francke;Klaus;Kaufmännischer Angestellter;;;;CDU/CSU;Hamburg;männlich;11000569
9;Franke;Heinrich;Ingenieur, Parl. Staatssekretär beim Bundesministerium für Arbeit und Sozialordnung;;;;CDU/CSU;;männlich;11000571
9;Franke;Heinrich;Ingenieur, Parl. Staatssekretär beim Bundesministerium für Arbeit und Sozialordnung;;;;CDU/CSU;Osnabrück;männlich;11000571
9;Franke;Egon;Bundesminister;;;;SPD;;männlich;11000570
9;Franke;Egon;Bundesminister;;;;SPD;Hannover;männlich;11000570
9;Friedmann;Bernhard;Abteilungspräsident;Prof. Dr.;;;CDU/CSU;;männlich;11000589
9;Fromm;Rita;Hausfrau;;;;FDP;;weiblich;11000607
9;Fuchs;Anke;Vizepräsidentin DBT , Juristin;;;;SPD;Köln;weiblich;11000611
9;Funk;Honor;Agraringenieur;;;;CDU/CSU;;männlich;11000623
9;Funk;Honor;Agraringenieur;;;;CDU/CSU;Gutenzell;männlich;11000623
9;Funke;Rainer;Rechtsanwalt, Parl. Staatssekretär;;;;FDP;;männlich;11000624
9;Gallus;Georg;Agraringenieur, Landwirt, Parlamentarischer Staatsekretär;;;;FDP;;männlich;11000628
9;Gansel;Norbert;Jurist;;;;SPD;;männlich;11000631
9;Ganz;Johannes;Oberstudiendirektor;;;;CDU/CSU;St. Wendel;männlich;11000634
9;Gärtner;Klaus;Regierungsangestellter;;;;FDP;;männlich;11000627
9;Gattermann;Hans H.;Rechtsanwalt und Notar;;;;FDP;;männlich;11000637
9;Geier;Erna-Maria;Dipl.-Wirtschaftslehrerin, Hausfrau;;;;CDU/CSU;;weiblich;11000645
9;Geiger;Michaela;Vizepräsident DBT , Bildtechnikerin;;;;CDU/CSU;;weiblich;11000649
9;Geißler;Heiner;Bundesminister;Dr.;;;CDU/CSU;;männlich;11000655
9;Geldern;Wolfgang;Rechtsanwalt, Parl. Staatssekretär;Dr.;von;;CDU/CSU;;männlich;11000656
9;Genscher;Hans-Dietrich;Rechtsanwalt, Bundesminister;;;;FDP;;männlich;11000661
9;George;Haimo;Leitender Angestellter;Dr.;;;CDU/CSU;;männlich;11000662
9;Gerlach;Paul;Rechtsanwalt, Regierungsdirektor;;;;CDU/CSU;Obernau;männlich;11000665
